dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
energe_c,outer_3,guide,4,615,3,2.0,,,-261.1847267333333,22822.906124000005,0.043008,4.668791,0.948,4.08672,0.9558964,2
energe_c,outer_3,guide,4,615,3,4.0,,,0.963518,3.269969666666667,0.043612,2.776393,0.9691,3.238403,0.9650514,4
energe_c,outer_3,guide,4,615,3,6.0,,,0.9635938666666667,3.2638700000000003,0.041902,2.383094,0.9734,2.706108,0.9707959,6
energe_c,outer_3,guide,4,615,3,8.0,,,0.9608017000000001,3.506498666666667,0.044421,2.209071,0.9754,2.589217,0.9720574,8
energe_c,outer_3,guide,4,615,3,10.0,,,0.9600930333333334,3.573472666666667,0.044527,2.148704,0.9761,2.55411,0.9724362,10
energe_c,outer_3,guide,4,615,3,12.0,,,0.9599938,3.5835120000000003,0.045241,2.119833,0.9764,2.565017,0.9723185,12
energe_c,outer_3,guide,4,615,3,14.0,,,0.9034349666666667,8.553226,0.045974,2.119069,0.9764,2.563516,0.9723347,14
energe_c,outer_3,guide,4,615,3,16.0,,,0.8724520333333333,11.427016333333334,0.044189,2.118953,0.9764,2.562766,0.9723428,15
