dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_3,claritree,5,0.1,3,20,20,quantile,1,0.5671506877921977,4.21730009486664,42861.60054619842,15.328189373016357,4.132981681165586,0.5762365252400381,4.042396420734917,0.5763792489737549,3
temperature_max,outer_3,claritree,5,0.08,3,20,20,quantile,1,0.5671506877921977,4.21730009486664,39308.37339056601,18.136272192001343,4.132981681165586,0.5762365252400381,4.042396420734917,0.5763792489737549,3
temperature_max,outer_3,claritree,5,0.05,3,20,20,quantile,1,0.6011357195796759,3.887122184897526,33721.569297680195,22.976458311080933,3.603010339082115,0.6305756234431434,3.4734814834189613,0.6359983827577739,4
temperature_max,outer_3,claritree,5,0.03,3,20,20,quantile,1,0.6262827918723199,3.6411053732336924,28983.933090170314,24.420474767684937,3.603010339082115,0.6305756234431434,3.4734814834189613,0.6359983827577739,4
temperature_max,outer_3,claritree,5,0.01,3,20,20,quantile,1,0.6812392879773831,3.1011341145590037,22842.06399525868,26.73617649078369,3.079155519382263,0.6842875814896541,2.9112598138869283,0.69491609915707,7
temperature_max,outer_3,claritree,5,0.008,3,20,20,quantile,1,0.6935540830283906,2.9858029781629774,21940.562102461477,28.254916667938232,2.911180750280649,0.7015103947798469,2.818185286462644,0.7046697940214939,9
temperature_max,outer_3,claritree,5,0.005,3,20,20,quantile,1,0.715902470861327,2.7673159733204993,20018.77805812064,29.049145460128784,2.6629526744928147,0.7269617517041209,2.621697209623789,0.7252606559793238,13
temperature_max,outer_3,claritree,5,0.003,3,20,20,quantile,1,0.7238616899785911,2.6905093297430014,18166.701338226307,27.333582401275635,2.406698646672331,0.7532360267015894,2.357896084136696,0.7529055525380077,20
temperature_max,outer_3,claritree,5,0.001,3,20,20,quantile,1,0.7445111472989326,2.487894298553619,15241.995594754742,26.77682638168335,2.217618909245552,0.7726227776528001,2.413746378681435,0.7470527510664049,30
temperature_max,outer_3,claritree,5,0.0005,3,20,20,quantile,1,0.7395664874704951,2.5349725655193365,14260.037146098348,26.9307701587677,2.1924423426543576,0.77520418501539,2.3205318304501152,0.7568211193357259,32
temperature_max,outer_3,claritree,5,0.0001,3,20,20,quantile,1,0.7396998699314112,2.5337250751728884,13502.015352896768,26.89824414253235,2.1924423426543576,0.77520418501539,2.3205318304501152,0.7568211193357259,32
