dataset,outer,method,depth,n_thresholds,lambda,cost_complexity,ridge_penalty,lasso_penalty,time_limit_s,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
seoul_bike,outer_0,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.5612827384,62740.812824487686,115350.40631712558,0.7227810148338525,115044.22194249122,0.7231003331916308,8.0
seoul_bike,outer_1,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.5612827384,64063.60807824135,109303.0447028935,0.741062097421963,122596.638067505,0.6857433050719735,9.0
seoul_bike,outer_2,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.5612827384,62988.17674231529,113947.35017231257,0.7268661084498522,107488.28612576044,0.7385450836127216,9.0
seoul_bike,outer_3,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.5612827384,62721.30644631386,115171.20669682448,0.7231504351555976,116152.88897216524,0.7206428104152998,8.0
seoul_bike,outer_4,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.5612827384,62187.91313910484,113582.54973508268,0.7218559563413137,123730.01719191096,0.7224229723315962,8.0
seoul_bike,mean,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.56128273839,62940.363446092604,113470.91152484776,0.7271431224405158,117002.41045996656,0.7180909009246443,8.4
seoul_bike,std,streed,4,20,,0.005,0.001,0.1,230400.0,0.0,0.0,692.4508103770977,2451.2280119552547,0.008011527026306952,6550.397425721403,0.019462232934878795,0.5477225575051662
seoul_bike,best_by_mean_val_r2,streed,4,20,,0.005,0.001,0.1,230400.0,0.6923386851156927,127729.56128273839,62940.363446092604,113470.91152484776,0.7271431224405158,117002.41045996656,0.7180909009246443,8.4
