dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
yacht,outer_1,streed,5,0.1,3,20,20,0.8776669796277318,27.55583363365999,0.002053976058959961,20.565554337323398,0.913238276491112,19.134963359507285,0.900242968642255,3
yacht,outer_1,streed,5,0.08,3,20,20,0.8776669796277318,27.55583363365999,0.002141237258911133,20.565554337323398,0.913238276491112,19.13496335950729,0.900242968642255,3
yacht,outer_1,streed,5,0.05,3,20,20,0.8776669796277318,27.55583363365999,0.0021479129791259766,20.565554337323398,0.913238276491112,19.134963359507285,0.900242968642255,3
yacht,outer_1,streed,5,0.03,3,20,20,0.9489874236617021,11.19707588022878,0.0022461414337158203,10.373452755215734,0.9562365971265292,6.764759525763559,0.9647330221929112,4
yacht,outer_1,streed,5,0.01,3,20,20,0.9489874236617021,11.19707588022878,0.0022728443145751953,10.373452755215734,0.9562365971265292,6.764759525763559,0.9647330221929112,4
yacht,outer_1,streed,5,0.008,3,20,20,0.9489874236617021,11.19707588022878,0.0023241043090820312,10.373452755215734,0.9562365971265292,6.764759525763559,0.9647330221929112,4
yacht,outer_1,streed,5,0.005,3,20,20,0.9656917860785384,7.525563798394484,0.005750417709350586,3.924101405781742,0.9834450462358125,1.933352179431595,0.9899207816411472,6
yacht,outer_1,streed,5,0.003,3,20,20,0.9796693677791245,4.558404434065003,0.005536079406738281,2.285605463141572,0.9903575140260819,1.4890537029941557,0.9922370597658265,8
yacht,outer_1,streed,5,0.001,3,20,20,0.9836289128937818,3.686621919053097,0.0056226253509521484,2.285605463141572,0.9903575140260819,1.4890537029941557,0.9922370597658265,8
yacht,outer_1,streed,5,0.0005,3,20,20,0.9846640553604061,3.486601982476633,0.028358936309814453,1.1618578900096017,0.9950983673303332,1.4776862836290783,0.9922963219650142,13
yacht,outer_1,streed,5,0.0001,3,20,20,0.9851861362351787,3.869343093804169,0.08504796028137207,0.29463453259656464,0.9987569992311406,1.5269100445161499,0.9920397018625294,29
