dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_0,claritree,5,0.1,3,20,20,quantile,1,0.5729481438459334,1.0062128366249883,196.3886145746871,0.0003218650817871094,1.0030874651759536,0.5763261087324202,0.9261153177896406,0.641219729856278,2
servo,outer_0,claritree,5,0.08,3,20,20,quantile,1,0.5729481438459334,1.0062128366249883,183.79301823343002,0.0003204345703125,1.0030874651759536,0.5763261087324202,0.9261153177896406,0.641219729856278,2
servo,outer_0,claritree,5,0.05,3,20,20,quantile,1,0.5729481438459334,1.0062128366249883,164.89962372154443,0.00032401084899902344,1.0030874651759536,0.5763261087324202,0.9261153177896406,0.641219729856278,2
servo,outer_0,claritree,5,0.03,3,20,20,quantile,1,0.5409620776923004,1.086749002465553,152.30402738028738,0.0003216266632080078,1.0030874651759536,0.5763261087324202,0.9261153177896406,0.641219729856278,2
servo,outer_0,claritree,5,0.01,3,20,20,quantile,1,0.5442112559522662,1.0800423492969025,138.90828082755223,0.0005950927734375,0.9733953652000717,0.5888671562217149,0.9097384862990847,0.6475641708923072,3
servo,outer_0,claritree,5,0.008,3,20,20,quantile,1,0.5442112559522662,1.0800423492969025,137.01894137636367,0.0006022453308105469,0.9733953652000717,0.5888671562217149,0.9097384862990847,0.6475641708923072,3
servo,outer_0,claritree,5,0.005,3,20,20,quantile,1,0.5459660120885822,1.0756919633872202,133.80320979711925,0.0006327629089355469,0.9468493389761939,0.6000793970465852,0.9262392077058383,0.6411717344751978,5
servo,outer_0,claritree,5,0.003,3,20,20,quantile,1,0.5558657208687238,1.053077230511887,130.65431071180495,0.0006716251373291016,0.9468493389761939,0.6000793970465852,0.9262392077058383,0.6411717344751978,5
servo,outer_0,claritree,5,0.001,3,20,20,quantile,1,0.5558657208687238,1.053077230511887,127.50541162649071,0.0008070468902587891,0.9468493389761939,0.6000793970465852,0.9262392077058383,0.6411717344751978,5
servo,outer_0,claritree,5,0.0005,3,20,20,quantile,1,0.5558657208687238,1.053077230511887,126.71818685516214,0.0008056163787841797,0.9468493389761939,0.6000793970465852,0.9262392077058383,0.6411717344751978,5
servo,outer_0,claritree,5,0.0001,3,20,20,quantile,1,0.5551731943140644,1.0545265776853452,126.08840703809929,0.0007989406585693359,0.9468493389761939,0.6000793970465852,0.9262392077058383,0.6411717344751978,5
