dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
yacht,outer_0,pilot,4,20,3,246.0,,,0.9717261731054512,6.604462120952103,0.0048911571502685,28.282368633490787,0.8796385255472648,29.459531434042912,0.8566134843038162,3.0,246.0,0,1.0,2.0,
yacht,outer_0,pilot,4,20,3,123.0,,,0.9717261731054512,6.604462120952103,0.0045356750488281,28.282368633490798,0.8796385255472648,29.459531434042923,0.8566134843038162,3.0,123.0,1,2.0,4.0,
yacht,outer_0,pilot,4,20,3,64.0,,,0.9717261731054512,6.604462120952103,0.0044975280761718,28.282368633490798,0.8796385255472648,29.459531434042923,0.8566134843038162,3.0,64.0,2,4.0,8.0,
yacht,outer_0,pilot,4,20,3,32.0,,,0.9715079538326252,6.644273685243867,0.0043685436248779,28.282368633490798,0.8796385255472648,29.459531434042923,0.8566134843038162,3.0,32.0,3,8.0,16.0,
yacht,outer_0,pilot,4,20,3,24.0,,,0.9714329715674548,6.660146137343694,0.0032093524932861,59.70839746624711,0.7458985543474813,50.110684357583445,0.7560994326989852,3.0,24.0,4,11.0,22.0,
yacht,outer_0,pilot,4,20,3,20.0,,,0.9710880309017212,6.729161027155389,0.0032641887664794,59.70839746624711,0.7458985543474814,50.11068435758344,0.7560994326989852,3.0,20.0,5,13.0,26.0,
yacht,outer_0,pilot,4,20,3,16.0,,,0.9695197641088972,7.015472098731724,0.0034584999084472,59.70839746624711,0.7458985543474813,50.110684357583445,0.7560994326989852,3.0,16.0,6,16.0,32.0,
yacht,outer_0,pilot,4,20,3,14.0,,,0.9695197641088972,7.015472098731725,0.0033364295959472,59.70839746624711,0.7458985543474813,50.110684357583445,0.7560994326989852,3.0,14.0,7,18.0,36.0,
yacht,outer_0,pilot,4,20,3,12.0,,,0.9695197641088972,7.015472098731724,0.002223253250122,63.74254339501852,0.7287304112390767,53.52270622179755,0.7394923142971119,2.0,12.0,8,21.0,42.0,
yacht,outer_0,pilot,4,20,3,10.0,,,0.7445540890391905,64.10574875374145,0.0030410289764404,63.74254339501852,0.7287304112390767,53.52270622179755,0.7394923142971119,2.0,10.0,9,25.0,50.0,
yacht,outer_0,pilot,4,20,3,8.0,,,0.6404566704358597,83.1103234887444,0.0021569728851318,63.74254339501852,0.7287304112390767,53.52270622179755,0.7394923142971119,2.0,8.0,10,31.0,62.0,
yacht,outer_0,pilot,4,20,3,6.0,,,0.6404566704358596,83.1103234887444,0.0015952587127685,80.75297775611277,0.6563389864855527,71.00250723332012,0.6544139834446213,1.0,6.0,11,41.0,82.0,
yacht,outer_0,pilot,4,20,3,4.0,,,0.6404566704358596,83.1103234887444,0.0016045570373535,80.75297775611277,0.6563389864855527,71.00250723332012,0.6544139834446213,1.0,4.0,12,62.0,124.0,
yacht,outer_0,pilot,4,20,3,2.0,,,-0.0361485279234268,239.589501933373,0.0009417533874511,234.97858232533545,0.0,205.82001259992023,-0.0017747408278145,1.0,2.0,13,123.0,246.0,
yacht,outer_1,pilot,4,20,3,246.0,,,0.9741347472522808,6.670205964007647,0.0049328804016113,29.113783523395423,0.8771751057655562,26.450323337309325,0.8621055245830163,3.0,246.0,0,1.0,2.0,
yacht,outer_1,pilot,4,20,3,123.0,,,0.9741347472522808,6.670205964007647,0.0045523643493652,29.113783523395423,0.8771751057655562,26.450323337309325,0.8621055245830163,3.0,123.0,1,2.0,4.0,
yacht,outer_1,pilot,4,20,3,64.0,,,0.9724468900646852,7.017149600597367,0.0046594142913818,29.113783523395423,0.8771751057655562,26.450323337309325,0.8621055245830163,3.0,64.0,2,4.0,8.0,
yacht,outer_1,pilot,4,20,3,32.0,,,0.9621404173282696,9.128387441839232,0.0045211315155029,29.113783523395423,0.8771751057655562,26.450323337309325,0.8621055245830163,3.0,32.0,3,8.0,16.0,
yacht,outer_1,pilot,4,20,3,24.0,,,0.9620288882571698,9.146900456208064,0.0034141540527343,61.5918564592536,0.7401569861494736,46.82823528134551,0.7558685821539335,3.0,24.0,4,11.0,22.0,
yacht,outer_1,pilot,4,20,3,20.0,,,0.9619681473083408,9.159385923480716,0.0033941268920898,61.5918564592536,0.7401569861494736,46.82823528134551,0.7558685821539335,3.0,20.0,5,13.0,26.0,
yacht,outer_1,pilot,4,20,3,16.0,,,0.9619681473083408,9.159385923480716,0.0022857189178466,64.9309117757485,0.7260702180809442,52.39981967928891,0.7268220295655895,2.0,16.0,6,16.0,32.0,
yacht,outer_1,pilot,4,20,3,14.0,,,0.9588711253131618,9.673469042187325,0.0022587776184082,64.9309117757485,0.7260702180809442,52.39981967928891,0.7268220295655895,2.0,14.0,7,18.0,36.0,
yacht,outer_1,pilot,4,20,3,12.0,,,0.8455702098760519,46.8532299498111,0.0022234916687011,64.9309117757485,0.7260702180809442,52.39981967928891,0.7268220295655895,2.0,12.0,8,21.0,42.0,
yacht,outer_1,pilot,4,20,3,10.0,,,0.7335853936527562,65.44189469338397,0.0022051334381103,64.9309117757485,0.7260702180809442,52.39981967928891,0.7268220295655895,2.0,10.0,9,25.0,50.0,
yacht,outer_1,pilot,4,20,3,8.0,,,0.6350052914112657,85.70530288834429,0.0022437572479248,64.9309117757485,0.7260702180809442,52.39981967928891,0.7268220295655895,2.0,8.0,10,31.0,62.0,
yacht,outer_1,pilot,4,20,3,6.0,,,0.6350052914112657,85.70530288834429,0.0015909671783447,81.90442604815719,0.6544625517801995,66.8348243308019,0.6515674714765243,1.0,6.0,11,41.0,82.0,
yacht,outer_1,pilot,4,20,3,4.0,,,0.6350052914112657,85.70530288834429,0.001622200012207,81.90442604815719,0.6544625517801995,66.8348243308019,0.6515674714765243,1.0,4.0,12,62.0,124.0,
yacht,outer_1,pilot,4,20,3,2.0,,,-0.0427473106347055,241.78846045756492,0.0008826255798339,237.0348755833168,0.0,199.04252555751717,-0.0376759594734485,1.0,2.0,13,123.0,246.0,
yacht,outer_2,pilot,4,20,3,246.0,,,0.9769391705098864,4.710174430647879,0.0050201416015625,28.895743953727116,0.8628615647854934,28.596410037991244,0.9039122823063194,3.0,246.0,0,1.0,2.0,
yacht,outer_2,pilot,4,20,3,123.0,,,0.9769391705098864,4.710174430647879,0.0047783851623535,28.895743953727116,0.8628615647854934,28.596410037991244,0.9039122823063194,3.0,123.0,1,2.0,4.0,
yacht,outer_2,pilot,4,20,3,64.0,,,0.9763206175572324,4.832280100211485,0.0046062469482421,28.895743953727116,0.8628615647854934,28.596410037991244,0.9039122823063194,3.0,64.0,2,4.0,8.0,
yacht,outer_2,pilot,4,20,3,32.0,,,0.9726567361396228,5.555832093344439,0.0033755302429199,53.90217813396153,0.7441816907091049,89.77878003046598,0.6983314318479243,3.0,32.0,3,8.0,16.0,
yacht,outer_2,pilot,4,20,3,24.0,,,0.9725851133787226,5.569970810390715,0.0033855438232421,53.90217813396153,0.7441816907091049,89.77878003046598,0.6983314318479243,3.0,24.0,4,11.0,22.0,
