dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_2,streed_s,4,20,3,0.1,0.1,0.0,0.5601101777787273,1.1819221920718495,0.005382537841796875,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.1,0.01,0.0,0.5601101777787273,1.1819221920718495,0.005403995513916016,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.1,0.001,0.0,0.5601101777787273,1.1819221920718495,0.005404233932495117,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.1,0.0001,0.0,0.5601101777787273,1.1819221920718495,0.005403995513916016,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.1,1e-05,0.0,0.5601101777787273,1.1819221920718495,0.005429983139038086,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.08,0.1,0.0,0.5601101777787273,1.1819221920718495,0.005680084228515625,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.08,0.01,0.0,0.5601101777787273,1.1819221920718495,0.005669355392456055,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.08,0.001,0.0,0.5601101777787273,1.1819221920718495,0.0056610107421875,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.08,0.0001,0.0,0.5601101777787273,1.1819221920718495,0.005652666091918945,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.08,1e-05,0.0,0.5601101777787273,1.1819221920718495,0.005650997161865234,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.05,0.1,0.0,0.5601101777787273,1.1819221920718495,0.005782365798950195,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
servo,outer_2,streed_s,4,20,3,0.05,0.01,0.0,0.5601101777787273,1.1819221920718495,0.005832672119140625,1.05129229585722,0.6087775613456019,0.6627344041691497,0.4358328835595392,2
