dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
temperature_min,outer_0,pilot,4,5,3,6072.0,,,0.8292331855562352,1.037869708353761,0.3647644519805908,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,6072.0,0,1.0,2.0,
temperature_min,outer_0,pilot,4,5,3,3036.0,,,0.8292331855562352,1.037869708353761,0.3600761890411377,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,3036.0,1,2.0,4.0,
temperature_min,outer_0,pilot,4,5,3,1518.0,,,0.8292331855562352,1.037869708353761,0.3546586036682129,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,1518.0,2,4.0,8.0,
temperature_min,outer_0,pilot,4,5,3,759.0,,,0.8292331855562352,1.037869708353761,0.3536856174468994,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,759.0,3,8.0,16.0,
temperature_min,outer_0,pilot,4,5,3,379.0,,,0.8292331855562352,1.037869708353761,0.3725295066833496,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,379.0,4,17.0,34.0,
temperature_min,outer_0,pilot,4,5,3,189.0,,,0.8292331855562352,1.037869708353761,0.3561956882476806,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,189.0,5,33.0,66.0,
temperature_min,outer_0,pilot,4,5,3,94.0,,,0.8292331855562352,1.037869708353761,0.3523764610290527,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,94.0,6,65.0,130.0,
temperature_min,outer_0,pilot,4,5,3,64.0,,,0.8292331855562352,1.037869708353761,0.3577110767364502,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,64.0,7,95.0,190.0,
temperature_min,outer_0,pilot,4,5,3,32.0,,,0.8292331855562352,1.037869708353761,0.3605420589447021,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,32.0,8,190.0,380.0,
temperature_min,outer_0,pilot,4,5,3,24.0,,,0.8292331855562352,1.037869708353761,0.3583147525787353,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,24.0,9,253.0,506.0,
temperature_min,outer_0,pilot,4,5,3,20.0,,,0.8292331855562352,1.037869708353761,0.3622937202453613,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,20.0,10,304.0,608.0,
temperature_min,outer_0,pilot,4,5,3,16.0,,,0.8292331855562352,1.037869708353761,0.3927507400512695,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,16.0,11,380.0,760.0,
temperature_min,outer_0,pilot,4,5,3,14.0,,,0.8292331855562352,1.037869708353761,0.3551983833312988,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,14.0,12,434.0,868.0,
temperature_min,outer_0,pilot,4,5,3,12.0,,,0.8292331855562352,1.037869708353761,0.3577992916107178,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,12.0,13,506.0,1012.0,
temperature_min,outer_0,pilot,4,5,3,10.0,,,0.8292331855562352,1.037869708353761,0.3523097038269043,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,10.0,14,608.0,1216.0,
temperature_min,outer_0,pilot,4,5,3,8.0,,,0.8292331855562352,1.037869708353761,0.3576200008392334,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,8.0,15,759.0,1518.0,
temperature_min,outer_0,pilot,4,5,3,6.0,,,0.8292331855562352,1.037869708353761,0.3561115264892578,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,6.0,16,1012.0,2024.0,
temperature_min,outer_0,pilot,4,5,3,4.0,,,0.8292331855562352,1.037869708353761,0.3560538291931152,1.0223162593498625,0.8318017376771888,1.1044274936015357,0.8327455824959046,1.0,4.0,17,1518.0,3036.0,
temperature_min,outer_0,pilot,4,5,3,2.0,,,-7.269629663123982e-05,6.07828710529639,0.0200285911560058,6.078042931191535,0.0,6.603786794142229,-7.69810371918922e-05,1.0,2.0,18,3036.0,6072.0,
temperature_min,outer_1,pilot,4,5,3,6072.0,,,0.829174366361543,1.0585658116477046,0.3771286010742187,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,6072.0,0,1.0,2.0,
temperature_min,outer_1,pilot,4,5,3,3036.0,,,0.829174366361543,1.0585658116477046,0.3608517646789551,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,3036.0,1,2.0,4.0,
temperature_min,outer_1,pilot,4,5,3,1518.0,,,0.829174366361543,1.0585658116477046,0.3623495101928711,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,1518.0,2,4.0,8.0,
temperature_min,outer_1,pilot,4,5,3,759.0,,,0.829174366361543,1.0585658116477046,0.3592922687530517,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,759.0,3,8.0,16.0,
temperature_min,outer_1,pilot,4,5,3,379.0,,,0.829174366361543,1.0585658116477046,0.3601257801055908,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,379.0,4,17.0,34.0,
temperature_min,outer_1,pilot,4,5,3,189.0,,,0.829174366361543,1.0585658116477046,0.3615553379058838,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,189.0,5,33.0,66.0,
temperature_min,outer_1,pilot,4,5,3,94.0,,,0.829174366361543,1.0585658116477046,0.3762469291687011,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,94.0,6,65.0,130.0,
temperature_min,outer_1,pilot,4,5,3,64.0,,,0.829174366361543,1.0585658116477046,0.4185755252838135,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,64.0,7,95.0,190.0,
temperature_min,outer_1,pilot,4,5,3,32.0,,,0.829174366361543,1.0585658116477046,0.3602898120880127,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,32.0,8,190.0,380.0,
temperature_min,outer_1,pilot,4,5,3,24.0,,,0.829174366361543,1.0585658116477046,0.3568243980407715,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,24.0,9,253.0,506.0,
temperature_min,outer_1,pilot,4,5,3,20.0,,,0.829174366361543,1.0585658116477046,0.3616268634796142,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,20.0,10,304.0,608.0,
temperature_min,outer_1,pilot,4,5,3,16.0,,,0.829174366361543,1.0585658116477046,0.3602874279022217,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,16.0,11,380.0,760.0,
temperature_min,outer_1,pilot,4,5,3,14.0,,,0.829174366361543,1.0585658116477046,0.3580913543701172,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,14.0,12,434.0,868.0,
temperature_min,outer_1,pilot,4,5,3,12.0,,,0.829174366361543,1.0585658116477046,0.3600659370422363,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,12.0,13,506.0,1012.0,
temperature_min,outer_1,pilot,4,5,3,10.0,,,0.829174366361543,1.0585658116477046,0.3598530292510986,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,10.0,14,608.0,1216.0,
temperature_min,outer_1,pilot,4,5,3,8.0,,,0.829174366361543,1.0585658116477046,0.3582844734191894,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,8.0,15,759.0,1518.0,
temperature_min,outer_1,pilot,4,5,3,6.0,,,0.829174366361543,1.0585658116477046,0.3595538139343261,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,6.0,16,1012.0,2024.0,
temperature_min,outer_1,pilot,4,5,3,4.0,,,0.829174366361543,1.0585658116477046,0.3575990200042724,1.0445466602922864,0.8313515507063951,1.0173336756721292,0.8343281327348536,1.0,4.0,17,1518.0,3036.0,
temperature_min,outer_1,pilot,4,5,3,2.0,,,-0.0001333930760475,6.194082756347416,0.0198948383331298,6.19363335190711,0.0,6.141490714847392,-0.0001361980356202,1.0,2.0,18,3036.0,6072.0,
temperature_min,outer_2,pilot,4,5,3,6072.0,,,0.8356706631303065,1.0199901393738064,0.3625466823577881,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,6072.0,0,1.0,2.0,
temperature_min,outer_2,pilot,4,5,3,3036.0,,,0.8356706631303065,1.0199901393738064,0.3655190467834472,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,3036.0,1,2.0,4.0,
temperature_min,outer_2,pilot,4,5,3,1518.0,,,0.8356706631303065,1.0199901393738064,0.3596758842468261,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,1518.0,2,4.0,8.0,
temperature_min,outer_2,pilot,4,5,3,759.0,,,0.8356706631303065,1.0199901393738064,0.3752040863037109,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,759.0,3,8.0,16.0,
temperature_min,outer_2,pilot,4,5,3,379.0,,,0.8356706631303065,1.0199901393738064,0.3531651496887207,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,379.0,4,17.0,34.0,
temperature_min,outer_2,pilot,4,5,3,189.0,,,0.8356706631303065,1.0199901393738064,0.3592379093170166,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,189.0,5,33.0,66.0,
temperature_min,outer_2,pilot,4,5,3,94.0,,,0.8356706631303065,1.0199901393738064,0.3567709922790527,1.018656571288202,0.8358963343938173,1.1017705666777595,0.8188250294711671,1.0,94.0,6,65.0,130.0,
