dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_4,streed,5,0.1,3,20,20,0.7228363374151822,29838594.426801603,0.005087375640869141,29660958.662098385,0.7254049929539199,27775021.445634607,0.7376429767552526,3
auction,outer_4,streed,5,0.08,3,20,20,0.7228363374151822,29838594.426801603,0.0054967403411865234,29660958.662098385,0.7254049929539199,27775021.445634607,0.7376429767552526,3
auction,outer_4,streed,5,0.05,3,20,20,0.8529865200239075,15811044.670205995,0.014444112777709961,15773208.682941532,0.8539749035500255,15409284.351096883,0.8544471340697726,4
auction,outer_4,streed,5,0.03,3,20,20,0.8529865200239075,15811044.670205995,0.01567840576171875,15773208.682941532,0.8539749035500255,15409284.351096883,0.8544471340697726,4
auction,outer_4,streed,5,0.01,3,20,20,0.8880554637077912,12006285.47737366,0.7452669143676758,12220756.884980997,0.8868627659284704,12578265.19179179,0.8811883468835207,6
auction,outer_4,streed,5,0.008,3,20,20,0.8995699625885064,10782540.43746666,0.9185948371887207,10289629.011628693,0.9047407474876997,10440544.366397943,0.9013808091423313,8
auction,outer_4,streed,5,0.005,3,20,20,0.9177392849999917,8832579.761701904,1.2060034275054932,8217291.123190005,0.923926022095996,7476442.825445864,0.9293790902022215,10
auction,outer_4,streed,5,0.003,3,20,20,0.9245164724605738,8124572.669914874,1.488588571548462,7230439.046687199,0.933062094061431,6788862.403349981,0.9358738305622076,12
auction,outer_4,streed,5,0.001,3,20,20,0.9269236806077372,7865311.23771678,1.69999361038208,6912616.60136301,0.936004428380676,6604394.961316627,0.9376162713042309,14
auction,outer_4,streed,5,0.0005,3,20,20,0.9267159869410468,7880282.002047229,1.736290454864502,6511938.160855352,0.9397138263285921,5872628.251757136,0.9445283860619247,19
auction,outer_4,streed,5,0.0001,3,20,20,0.9320332802997081,7327455.4254092015,1.8000586032867432,6432157.133379061,0.9404524225436224,5778787.536356408,0.9454147857646172,21
