dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
synch,outer_0,pilot,4,20,3,445.0,,,0.9999302211173582,2.4346846846846848e-06,0.0026521682739257,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,445.0,0,1.0,2.0,
synch,outer_0,pilot,4,20,3,222.0,,,0.9999302211173582,2.4346846846846848e-06,0.0023598670959472,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,222.0,1,3.0,6.0,
synch,outer_0,pilot,4,20,3,111.0,,,0.9999302211173582,2.4346846846846848e-06,0.0023860931396484,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,111.0,2,5.0,10.0,
synch,outer_0,pilot,4,20,3,64.0,,,0.9999302211173582,2.4346846846846848e-06,0.0023601055145263,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,64.0,3,7.0,14.0,
synch,outer_0,pilot,4,20,3,32.0,,,0.9999302211173582,2.4346846846846848e-06,0.0023539066314697,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,32.0,4,14.0,28.0,
synch,outer_0,pilot,4,20,3,24.0,,,0.9999302211173582,2.4346846846846848e-06,0.0023093223571777,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,24.0,5,19.0,38.0,
synch,outer_0,pilot,4,20,3,20.0,,,0.9999302211173582,2.4346846846846848e-06,0.0022990703582763,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,20.0,6,23.0,46.0,
synch,outer_0,pilot,4,20,3,16.0,,,0.9999302211173582,2.4346846846846848e-06,0.0022315979003906,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,16.0,7,28.0,56.0,
synch,outer_0,pilot,4,20,3,14.0,,,0.9999243564134478,2.601816092464473e-06,0.0027539730072021,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,14.0,8,32.0,64.0,
synch,outer_0,pilot,4,20,3,12.0,,,0.9999243564134478,2.601816092464473e-06,0.002734899520874,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,12.0,9,38.0,76.0,
synch,outer_0,pilot,4,20,3,10.0,,,0.9999243564134478,2.601816092464473e-06,0.0023789405822753,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,10.0,10,45.0,90.0,
synch,outer_0,pilot,4,20,3,8.0,,,0.9999243564134478,2.601816092464473e-06,0.0021822452545166,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,8.0,11,56.0,112.0,
synch,outer_0,pilot,4,20,3,6.0,,,0.9999243564134478,2.601816092464473e-06,0.0021839141845703,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,6.0,12,75.0,150.0,
synch,outer_0,pilot,4,20,3,4.0,,,0.9999243564134478,2.601816092464473e-06,0.0021789073944091,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,4.0,13,112.0,224.0,
synch,outer_0,pilot,4,20,3,2.0,,,-0.0045350877740482,0.0322836789611867,0.0020983219146728,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,2.0,14,222.0,444.0,
synch,outer_1,pilot,4,20,3,445.0,,,0.9999578832246256,1.3330007860209116e-06,0.0027015209197998,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,445.0,0,1.0,2.0,
synch,outer_1,pilot,4,20,3,222.0,,,0.9999578832246256,1.3330007860209116e-06,0.0024738311767578,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,222.0,1,3.0,6.0,
synch,outer_1,pilot,4,20,3,111.0,,,0.9999578832246256,1.3330007860209116e-06,0.0024394989013671,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,111.0,2,5.0,10.0,
synch,outer_1,pilot,4,20,3,64.0,,,0.9999578832246256,1.3330007860209116e-06,0.0023705959320068,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,64.0,3,7.0,14.0,
synch,outer_1,pilot,4,20,3,32.0,,,0.9999578832246256,1.3330007860209116e-06,0.0023739337921142,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,32.0,4,14.0,28.0,
synch,outer_1,pilot,4,20,3,24.0,,,0.9999578832246256,1.3330007860209116e-06,0.0022847652435302,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,24.0,5,19.0,38.0,
synch,outer_1,pilot,4,20,3,20.0,,,0.9999578832246256,1.3330007860209116e-06,0.0022649765014648,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,20.0,6,23.0,46.0,
synch,outer_1,pilot,4,20,3,16.0,,,0.9999578832246256,1.3330007860209116e-06,0.0022714138031005,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,16.0,7,28.0,56.0,
synch,outer_1,pilot,4,20,3,14.0,,,0.9999578832246256,1.3330007860209116e-06,0.002333641052246,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,14.0,8,32.0,64.0,
synch,outer_1,pilot,4,20,3,12.0,,,0.9999578832246256,1.3330007860209116e-06,0.0022728443145751,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,12.0,9,38.0,76.0,
synch,outer_1,pilot,4,20,3,10.0,,,0.9999578832246256,1.3330007860209116e-06,0.0025844573974609,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,10.0,10,45.0,90.0,
synch,outer_1,pilot,4,20,3,8.0,,,0.9999578832246256,1.3330007860209116e-06,0.0022737979888916,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,8.0,11,56.0,112.0,
synch,outer_1,pilot,4,20,3,6.0,,,0.9999578832246256,1.3330007860209116e-06,0.0021977424621582,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,6.0,12,75.0,150.0,
synch,outer_1,pilot,4,20,3,4.0,,,0.9999578832246256,1.3330007860209116e-06,0.002190351486206,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,4.0,13,112.0,224.0,
synch,outer_1,pilot,4,20,3,2.0,,,-0.0023167957243281,0.0318170557803217,0.0020980834960937,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,2.0,14,222.0,444.0,
synch,outer_2,pilot,4,20,3,446.0,,,0.9999948155392232,1.4317673378076884e-07,0.0027878284454345,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,446.0,0,1.0,2.0,
synch,outer_2,pilot,4,20,3,223.0,,,0.9999948155392232,1.4317673378076884e-07,0.0024352073669433,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,223.0,1,2.0,4.0,
synch,outer_2,pilot,4,20,3,111.0,,,0.9999948155392232,1.431767337807609e-07,0.0024499893188476,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,111.0,2,5.0,10.0,
synch,outer_2,pilot,4,20,3,64.0,,,0.9999948155392232,1.431767337807609e-07,0.002371072769165,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,64.0,3,7.0,14.0,
synch,outer_2,pilot,4,20,3,32.0,,,0.9999948155392232,1.431767337807609e-07,0.0023937225341796,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,32.0,4,14.0,28.0,
synch,outer_2,pilot,4,20,3,24.0,,,0.9999919530786542,2.222279162516993e-07,0.0023181438446044,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,24.0,5,19.0,38.0,
synch,outer_2,pilot,4,20,3,20.0,,,0.999974291151532,7.099887744357184e-07,0.002244234085083,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,20.0,6,23.0,46.0,
synch,outer_2,pilot,4,20,3,16.0,,,0.999974291151532,7.099887744357311e-07,0.0022237300872802,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,16.0,7,28.0,56.0,
synch,outer_2,pilot,4,20,3,14.0,,,0.999974291151532,7.099887744357911e-07,0.0021662712097167,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,14.0,8,32.0,64.0,
synch,outer_2,pilot,4,20,3,12.0,,,0.999974291151532,7.099887744357119e-07,0.0022258758544921,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,12.0,9,38.0,76.0,
synch,outer_2,pilot,4,20,3,10.0,,,0.999974291151532,7.09988774435749e-07,0.0022139549255371,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,10.0,10,45.0,90.0,
synch,outer_2,pilot,4,20,3,8.0,,,0.999974291151532,7.099887744357321e-07,0.0021564960479736,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,8.0,11,56.0,112.0,
synch,outer_2,pilot,4,20,3,6.0,,,0.999974291151532,7.099887744357554e-07,0.0022811889648437,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,6.0,12,75.0,150.0,
synch,outer_2,pilot,4,20,3,4.0,,,0.999974291151532,7.09988774435729e-07,0.0023508071899414,1.4149971394098866e-32,1.0,1.0660282502986648e-32,1.0,1.0,4.0,13,112.0,224.0,
synch,outer_2,pilot,4,20,3,2.0,,,-0.0201110034922633,0.0330540157971569,0.000885009765625,0.0327170127893181,0.0,0.0320034510736479,-0.0235966518101968,1.0,2.0,14,223.0,446.0,
synch,outer_3,pilot,4,20,3,446.0,,,0.9999960066389828,1.431767337807609e-07,0.0027310848236083,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,446.0,0,1.0,2.0,
synch,outer_3,pilot,4,20,3,223.0,,,0.9999960066389828,1.431767337807609e-07,0.0023391246795654,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,223.0,1,2.0,4.0,
synch,outer_3,pilot,4,20,3,111.0,,,0.9999960066389828,1.431767337807609e-07,0.0024318695068359,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,111.0,2,5.0,10.0,
synch,outer_3,pilot,4,20,3,64.0,,,0.9999960066389828,1.431767337807609e-07,0.0024278163909912,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,64.0,3,7.0,14.0,
synch,outer_3,pilot,4,20,3,32.0,,,0.9999960066389828,1.431767337807609e-07,0.002392292022705,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,32.0,4,14.0,28.0,
synch,outer_3,pilot,4,20,3,24.0,,,0.9999960066389828,1.431767337807609e-07,0.0024187564849853,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,24.0,5,19.0,38.0,
synch,outer_3,pilot,4,20,3,20.0,,,0.999988135879486,3.968009736840239e-07,0.0023519992828369,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,20.0,6,23.0,46.0,
synch,outer_3,pilot,4,20,3,16.0,,,0.999987313084566,4.2331439163717777e-07,0.0022385120391845,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,16.0,7,28.0,56.0,
synch,outer_3,pilot,4,20,3,14.0,,,0.999987313084566,4.2331439163717777e-07,0.0021615028381347,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,14.0,8,32.0,64.0,
synch,outer_3,pilot,4,20,3,12.0,,,0.999987313084566,4.2331439163717777e-07,0.0022125244140625,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,12.0,9,38.0,76.0,
synch,outer_3,pilot,4,20,3,10.0,,,0.999987313084566,4.2331439163717777e-07,0.0021936893463134,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,10.0,10,45.0,90.0,
synch,outer_3,pilot,4,20,3,8.0,,,0.999987313084566,4.2331439163717777e-07,0.0022037029266357,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,8.0,11,56.0,112.0,
synch,outer_3,pilot,4,20,3,6.0,,,0.999987313084566,4.2331439163717777e-07,0.0021486282348632,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,6.0,12,75.0,150.0,
synch,outer_3,pilot,4,20,3,4.0,,,0.999987313084566,4.2331439163717777e-07,0.0021767616271972,1.4260518045615264e-32,1.0,1.4213710003982195e-32,1.0,1.0,4.0,13,112.0,224.0,
synch,outer_3,pilot,4,20,3,2.0,,,-0.015664681758486,0.0334980109173036,0.0008692741394042,0.0332039536538036,0.0,0.0299761676042257,-0.0129339369344341,1.0,2.0,14,223.0,446.0,
synch,outer_4,pilot,4,20,3,446.0,,,0.9999496851221016,1.6890380313199113e-06,0.0025975704193115,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,446.0,0,1.0,2.0,
synch,outer_4,pilot,4,20,3,223.0,,,0.9999496851221016,1.6890380313199113e-06,0.0023300647735595,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,223.0,1,2.0,4.0,
synch,outer_4,pilot,4,20,3,111.0,,,0.9999496851221016,1.6890380313199113e-06,0.0024302005767822,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,111.0,2,5.0,10.0,
synch,outer_4,pilot,4,20,3,64.0,,,0.9999496851221016,1.6890380313199113e-06,0.0024678707122802,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,64.0,3,7.0,14.0,
synch,outer_4,pilot,4,20,3,32.0,,,0.9999496851221016,1.6890380313199113e-06,0.0023305416107177,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,32.0,4,14.0,28.0,
synch,outer_4,pilot,4,20,3,24.0,,,0.9999496851221016,1.6890380313199113e-06,0.0023362636566162,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,24.0,5,19.0,38.0,
synch,outer_4,pilot,4,20,3,20.0,,,0.9999496851221016,1.6890380313199113e-06,0.0023834705352783,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,20.0,6,23.0,46.0,
synch,outer_4,pilot,4,20,3,16.0,,,0.9999496851221016,1.6890380313199113e-06,0.002274751663208,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,16.0,7,28.0,56.0,
synch,outer_4,pilot,4,20,3,14.0,,,0.9999496851221016,1.6890380313199113e-06,0.0022683143615722,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,14.0,8,32.0,64.0,
synch,outer_4,pilot,4,20,3,12.0,,,0.9999496851221016,1.6890380313199113e-06,0.0022482872009277,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,12.0,9,38.0,76.0,
synch,outer_4,pilot,4,20,3,10.0,,,0.9999496851221016,1.6890380313199113e-06,0.0023348331451416,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,10.0,10,45.0,90.0,
synch,outer_4,pilot,4,20,3,8.0,,,0.9999496851221016,1.6890380313199113e-06,0.0022830963134765,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,8.0,11,56.0,112.0,
synch,outer_4,pilot,4,20,3,6.0,,,0.9999496851221016,1.6890380313199113e-06,0.0022680759429931,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,6.0,12,75.0,150.0,
synch,outer_4,pilot,4,20,3,4.0,,,0.9999496851221016,1.6890380313199113e-06,0.002204418182373,1.3486691485000483e-32,1.0,9.771925627737759e-33,1.0,1.0,4.0,13,112.0,224.0,
synch,outer_4,pilot,4,20,3,2.0,,,-3.890606557462503e-05,0.032650383913515,0.0008800029754638,0.0326562186249472,0.0,0.0321950438078892,-0.0149241965215032,1.0,2.0,14,223.0,446.0,
synch,mean,pilot,4,20,3,445.6,,,0.9999657223284583,1.1486153939174076e-06,0.00269403457641596,1.3453850434819656e-32,1.0,1.1428571428571449e-07,0.9999965588307453,1.0,445.6,0,1.0,2.0,5.0
synch,mean,pilot,4,20,3,222.6,,,0.9999657223284583,1.1486153939174076e-06,0.00238761901855464,1.3453850434819656e-32,1.0,1.1428571428571449e-07,0.9999965588307453,1.0,222.6,1,2.4,4.8,5.0
synch,mean,pilot,4,20,3,111.0,,,0.9999657223284583,1.1486153939174059e-06,0.0024275302886962403,1.3453850434819656e-32,1.0,1.1428571428571449e-07,0.9999965588307453,1.0,111.0,2,5.0,10.0,5.0
synch,mean,pilot,4,20,3,64.0,,,0.9999657223284583,1.1486153939174059e-06,0.0023994922637939004,1.3453850434819656e-32,1.0,1.1428571428571449e-07,0.9999965588307453,1.0,64.0,3,7.0,14.0,5.0
