dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
optical_net,outer_0,pilot,4,504,3,504.0,,,0.8555312816383301,0.0061513613969584,0.0888197422027587,0.0032568262514848,0.9238616982978778,0.0055360073629497,0.848247921156452,13.0,full,504.0,0,1.0,2.0,
optical_net,outer_0,pilot,4,504,3,252.0,,,0.8555312816383301,0.0061513613969584,0.0880813598632812,0.0032568262514848,0.9238616982978778,0.0055360073629497,0.848247921156452,13.0,full,252.0,1,2.0,4.0,
optical_net,outer_0,pilot,4,504,3,126.0,,,0.8582197727086207,0.0060395221111563,0.0856938362121582,0.0032579474141294,0.9238354876826664,0.0055373043708587,0.8482123677993911,13.0,full,126.0,2,4.0,8.0,
optical_net,outer_0,pilot,4,504,3,64.0,,,0.8580511550864012,0.0060474583311506,0.0821876525878906,0.003281988413378,0.923273455596006,0.0057371441962795,0.8427343929783494,12.0,full,64.0,3,8.0,16.0,
optical_net,outer_0,pilot,4,504,3,32.0,,,0.8547788986312606,0.0061858492918759,0.0776987075805664,0.0034754301258523,0.9187511623175644,0.0066279279220455,0.8183163831524082,12.0,full,32.0,4,16.0,32.0,
optical_net,outer_0,pilot,4,504,3,24.0,,,0.8502216926890737,0.006384266873181,0.0672509670257568,0.0038240219718926,0.9106017588507328,0.0069733506171336,0.8088477158218377,12.0,full,24.0,5,21.0,42.0,
optical_net,outer_0,pilot,4,504,3,20.0,,,0.8485419542233291,0.0064573337656865,0.0625498294830322,0.0040780864837828,0.9046622217172198,0.0075674714442698,0.7925617781972665,11.0,full,20.0,6,26.0,52.0,
optical_net,outer_0,pilot,4,504,3,16.0,,,0.8554349201097473,0.0061544782566151,0.0543437004089355,0.004642380616131,0.8914701157895928,0.0083340419955621,0.7715486784825891,10.0,full,16.0,7,32.0,64.0,
optical_net,outer_0,pilot,4,504,3,14.0,,,0.8492786419058648,0.0064169147051809,0.0478780269622802,0.0049032666248399,0.8853711052476934,0.0091561389497247,0.7490134985910182,10.0,full,14.0,8,36.0,72.0,
optical_net,outer_0,pilot,4,504,3,12.0,,,0.8479936897673234,0.0064717158055358,0.0429091453552246,0.0052796053088132,0.8765730343498441,0.0096519284502247,0.7354230023295408,8.0,full,12.0,9,42.0,84.0,
optical_net,outer_0,pilot,4,504,3,10.0,,,0.823976208634026,0.0075121063847631,0.0390584468841552,0.0058114414841619,0.8641397327095304,0.0107177165146724,0.7062078037608007,7.0,full,10.0,10,51.0,102.0,
optical_net,outer_0,pilot,4,504,3,8.0,,,0.7612966862899614,0.0100739575396708,0.0341608524322509,0.0062882718668443,0.8529923601652138,0.0103469962273574,0.7163699243255318,6.0,full,8.0,11,63.0,126.0,
optical_net,outer_0,pilot,4,504,3,6.0,,,0.7175598544944078,0.0119719381067036,0.0327107906341552,0.0085506603518041,0.8001020910092398,0.0110295806266681,0.6976590385209323,4.0,full,6.0,12,84.0,168.0,
optical_net,outer_0,pilot,4,504,3,4.0,,,0.5839729316112453,0.0176420998435043,0.0195002555847167,0.0118356873456763,0.7233045104674412,0.0127712865844134,0.6499156952604173,3.0,full,4.0,13,126.0,252.0,
optical_net,outer_0,pilot,4,504,3,2.0,,,-0.0182103311029839,0.0432031421371086,0.0051462650299072,0.0427751365433213,0.0,0.0364806883104502,-2.3348604478723445e-06,1.0,full,2.0,14,252.0,504.0,
optical_net,outer_1,pilot,4,504,3,504.0,,,0.8388364423745115,0.006542407018871,0.1076130867004394,0.003443938152635,0.916378556804637,0.0045875569632977,0.8928057817437228,15.0,full,504.0,0,1.0,2.0,
optical_net,outer_1,pilot,4,504,3,252.0,,,0.8388356561604161,0.0065416927678892,0.1065318584442138,0.0034439691978441,0.916377803003298,0.0045619071572318,0.8934051227288382,14.0,full,252.0,1,2.0,4.0,
optical_net,outer_1,pilot,4,504,3,126.0,,,0.8268422636342508,0.0070246787131743,0.1036131381988525,0.003487574474793,0.915319033644558,0.0045476619314067,0.8937379809055159,14.0,full,126.0,2,4.0,8.0,
optical_net,outer_1,pilot,4,504,3,64.0,,,0.8368919065017645,0.0066272226457489,0.1035335063934326,0.0034102702255736,0.9171960397342044,0.0044072309766215,0.8970193322952882,13.0,full,64.0,3,8.0,16.0,
optical_net,outer_1,pilot,4,504,3,32.0,,,0.8376655213634437,0.0065952816306295,0.0907778739929199,0.0040911445433232,0.900663892360617,0.0040157830921635,0.906166019802007,10.0,full,32.0,4,16.0,32.0,
optical_net,outer_1,pilot,4,504,3,24.0,,,0.8315646597476508,0.0068564827709435,0.0807516574859619,0.0043665457920518,0.8939769401402728,0.0043941504565607,0.897324975611225,9.0,full,24.0,5,21.0,42.0,
optical_net,outer_1,pilot,4,504,3,20.0,,,0.8267592016482895,0.0070586798527478,0.075801134109497,0.0048794598769447,0.8815229952338709,0.0048893537189136,0.8857539091349805,8.0,full,20.0,6,26.0,52.0,
optical_net,outer_1,pilot,4,504,3,16.0,,,0.8210095587622953,0.0072957429478876,0.0685768127441406,0.0051086342597684,0.8759584665502019,0.0049825042853732,0.8835773253384935,7.0,full,16.0,7,32.0,64.0,
optical_net,outer_1,pilot,4,504,3,14.0,,,0.8176520266643293,0.0074395192971693,0.0675756931304931,0.0051086342597684,0.8759584665502019,0.0049825042853732,0.8835773253384935,7.0,full,14.0,8,36.0,72.0,
optical_net,outer_1,pilot,4,504,3,12.0,,,0.8097889401676935,0.0077605861230125,0.067035436630249,0.0053367321978982,0.8704200747641283,0.0052971979660243,0.8762240993497015,7.0,full,12.0,9,42.0,84.0,
optical_net,outer_1,pilot,4,504,3,10.0,,,0.7914907122760183,0.0084805271368963,0.0613162517547607,0.0058340506034759,0.8583448048379805,0.0059383723281912,0.861242228809824,6.0,full,10.0,10,51.0,102.0,
optical_net,outer_1,pilot,4,504,3,8.0,,,0.7407742121766242,0.010579454597569,0.0548701286315918,0.006171529191982,0.8501505674946573,0.0057448982474985,0.8657630016304386,6.0,full,8.0,11,63.0,126.0,
