dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auto_mpg,outer_4,claritree,5,0.1,3,20,20,quantile,1,0.5709856005217849,26.66186759259203,12039.895201984422,0.05125284194946289,19.889019781969623,0.6766818361831464,17.193182198872375,0.6997075212583258,3
auto_mpg,outer_4,claritree,5,0.08,3,20,20,quantile,1,0.6170413565639188,23.558578333095372,10880.946603895252,0.05555152893066406,19.889019781969623,0.6766818361831464,17.193182198872375,0.6997075212583258,3
auto_mpg,outer_4,claritree,5,0.05,3,20,20,quantile,1,0.6599353260234432,20.84638645169338,8712.174368698634,0.05997109413146973,12.366948651784528,0.798961478547219,12.809304199201886,0.7762754058881114,5
auto_mpg,outer_4,claritree,5,0.03,3,20,20,quantile,1,0.7518494949925382,15.216214934696708,6780.593371883346,0.07997941970825195,12.366948651784528,0.798961478547219,12.809304199201886,0.7762754058881114,5
auto_mpg,outer_4,claritree,5,0.01,3,20,20,quantile,1,0.7918104354340866,12.87415622310987,4389.323671027187,0.11346030235290527,9.672665519924756,0.8427600510533073,10.539765128208831,0.8159146946100257,7
auto_mpg,outer_4,claritree,5,0.008,3,20,20,quantile,1,0.7750511819800652,13.85104288760953,4019.174028736889,0.11219310760498047,7.386569272418536,0.8799230912209467,9.112907032915459,0.8408358958915647,11
auto_mpg,outer_4,claritree,5,0.005,3,20,20,quantile,1,0.7842893563418181,13.357950405316707,3360.9868851294327,0.11397528648376465,6.3977076030539655,0.8959981387955718,10.106366640929224,0.82348434079435,14
auto_mpg,outer_4,claritree,5,0.003,3,20,20,quantile,1,0.7757869673716314,13.9412492557582,2847.0085090716675,0.11614799499511719,5.375986977651666,0.9126073452904212,8.833482358346167,0.8457162680749934,20
auto_mpg,outer_4,claritree,5,0.001,3,20,20,quantile,1,0.7720303734016056,14.006422258261198,1828.83618224341,0.11624312400817871,3.9173441822629838,0.9363192081896319,8.833003062363336,0.8457246393571138,31
auto_mpg,outer_4,claritree,5,0.0005,3,20,20,quantile,1,0.7683722892294057,14.244291726578204,1543.4112259489539,0.11672830581665039,3.9310772817155653,0.9360959613656457,13.379777218995951,0.7663116449514976,32
auto_mpg,outer_4,claritree,5,0.0001,3,20,20,quantile,1,0.7522775050691922,15.090136220977593,1205.7059110487248,0.12209892272949219,3.642978723409329,0.9407793242407884,9.105567996550331,0.8409640779462982,32
