dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
optical_net,outer_0,claritree,4,0.1,0.1,3,504,quantile,0,0.7511735877751805,0.0105534271794802,9.277918936575237,7.568716049194336,0.0104017188926272,0.75682792076905,0.0187370566636975,0.4863830349729833,1.0,full
optical_net,outer_0,claritree,4,0.1,0.01,3,504,quantile,0,0.7911686106705952,0.0088554473698829,6.835901550386035,2.568415403366089,0.0084251600703081,0.8030360449749736,0.0182681405183211,0.4992368834596028,1.0,full
optical_net,outer_0,claritree,4,0.1,0.001,3,504,quantile,0,0.7869254010907779,0.0090224619273661,6.40776334205332,2.1986429691314697,0.0083320119065141,0.8052136689715594,0.0178652966231333,0.5102795708218555,1.0,full
optical_net,outer_0,claritree,4,0.1,0.0001,3,504,quantile,0,0.7858419163473332,0.009065984193317,6.359906695948117,2.089526653289795,0.0083306744641727,0.8052449357879741,0.0178099172221598,0.5117976214081108,1.0,full
optical_net,outer_0,claritree,4,0.1,1e-05,3,504,quantile,0,0.7857229796884249,0.0090707669577138,6.355059042456452,2.094268083572388,0.0083306604987376,0.8052452622728488,0.0178041854553008,0.5119547396124912,1.0,full
optical_net,outer_0,claritree,4,0.08,0.1,3,504,quantile,0,0.7511735877751805,0.0105534271794802,8.846745560218556,9.635117530822754,0.0104017188926272,0.75682792076905,0.0187370566636975,0.4863830349729833,1.0,full
optical_net,outer_0,claritree,4,0.08,0.01,3,504,quantile,0,0.7911686106705952,0.0088554473698829,6.404728174029357,3.600600242614746,0.0084251600703081,0.8030360449749736,0.0182681405183211,0.4992368834596028,1.0,full
optical_net,outer_0,claritree,4,0.08,0.001,3,504,quantile,0,0.798435608926766,0.0085187539805772,5.9765899656966415,2.594395875930786,0.0083320119065141,0.8052136689715594,0.0178652966231333,0.5102795708218555,1.0,full
optical_net,outer_0,claritree,4,0.08,0.0001,3,504,quantile,0,0.7672628195358934,0.009855361329003,5.928733319591439,2.5515973567962646,0.0083306744641727,0.8052449357879741,0.0178099172221598,0.5117976214081108,1.0,full
optical_net,outer_0,claritree,4,0.08,1e-05,3,504,quantile,0,0.7523444319330128,0.0104961576383397,5.923885666099773,2.6230392456054688,0.0083306604987376,0.8052452622728488,0.0178041854553008,0.5119547396124912,1.0,full
optical_net,outer_0,claritree,4,0.05,0.1,3,504,quantile,0,0.7616487186866637,0.0101276926278309,7.896790502024507,12.199002265930176,0.0091549272200535,0.7859754997910586,0.0160236912418548,0.5607613398470996,2.0,full
optical_net,outer_0,claritree,4,0.05,0.01,3,504,quantile,0,0.8278054554302363,0.0073335293662152,5.690194637935393,7.623517036437988,0.0054397273192866,0.8728296912909341,0.0130122997112223,0.6433090850043327,2.0,full
optical_net,outer_0,claritree,4,0.05,0.001,3,504,quantile,0,0.8486959198755217,0.0064389817020101,4.818490171027722,5.030505418777466,0.0050063013787892,0.8829623518859142,0.0103603115236983,0.7160049277191916,2.0,full
optical_net,outer_0,claritree,4,0.05,0.0001,3,504,quantile,0,0.8014736171117081,0.0084677676637038,4.683552810688339,4.84411358833313,0.0049829011975358,0.8835094028866667,0.0093216489315412,0.7444765675207846,2.0,full
optical_net,outer_0,claritree,4,0.05,1e-05,3,504,quantile,0,0.7866535182010909,0.0091045773730072,4.668725170760689,4.903670787811279,0.0049825260205401,0.8835181737995396,0.009189520422878,0.7480984514074152,2.0,full
optical_net,outer_0,claritree,4,0.03,0.1,3,504,quantile,0,0.7526243128181105,0.0104821105114057,7.03444374931115,13.58493185043335,0.0091549272200535,0.7859754997910586,0.0160236912418548,0.5607613398470996,2.0,full
optical_net,outer_0,claritree,4,0.03,0.01,3,504,quantile,0,0.8562937209892681,0.0061092107929276,4.827847885222036,11.76476263999939,0.0054397273192866,0.8728296912909341,0.0130122997112223,0.6433090850043327,2.0,full
optical_net,outer_0,claritree,4,0.03,0.001,3,504,quantile,0,0.8486959198755217,0.0064389817020101,3.956143418314365,7.744756698608398,0.0050063013787892,0.8829623518859142,0.0103603115236983,0.7160049277191916,2.0,full
optical_net,outer_0,claritree,4,0.03,0.0001,3,504,quantile,0,0.8927145334668434,0.0045628113940805,3.5914387740216904,8.111972332000732,0.0030774104106102,0.9280560938129672,0.0063299433673904,0.8264846843607518,3.0,full
optical_net,outer_0,claritree,4,0.03,1e-05,3,504,quantile,0,0.8905281853907323,0.004656661663855,3.492184507707657,8.10241150856018,0.0030550383527869,0.9285791092754796,0.0082032816611436,0.7751330582128392,3.0,full
optical_net,outer_0,claritree,4,0.01,0.1,3,504,quantile,0,0.7982097723606693,0.0085578090673191,4.9974620510805865,13.616339206695557,0.0056816923722386,0.8671730161168649,0.0104982361369048,0.7122241620146779,8.0,full
optical_net,outer_0,claritree,4,0.01,0.01,3,504,quantile,0,0.8682816668232989,0.0056023804043603,3.634266831595313,12.884559154510498,0.0038684063238435,0.9095641385054202,0.0087340880710616,0.7605826844709929,5.0,full
optical_net,outer_0,claritree,4,0.01,0.001,3,504,quantile,0,0.900785979092062,0.0042260890779933,2.622618628892643,15.498095750808716,0.0024861814962879,0.9418778828731492,0.0039059028362056,0.8929320652421789,5.0,full
optical_net,outer_0,claritree,4,0.01,0.0001,3,504,quantile,0,0.8841812039470018,0.0048262276391251,2.131038115375409,11.425177097320557,0.0018645389525531,0.9564106837937308,0.004750335413253,0.8697846251091013,5.0,full
optical_net,outer_0,claritree,4,0.01,1e-05,3,504,quantile,0,0.7917980944581983,0.0087841687024882,1.9800126959932427,14.103590488433838,0.0017297970408733,0.9595606892073508,0.0034871550371395,0.9044107076740396,5.0,full
optical_net,outer_0,claritree,4,0.008,0.1,3,504,quantile,0,0.7982097723606693,0.0085578090673191,4.652523349995244,13.62996220588684,0.0056816923722386,0.8671730161168649,0.0104982361369048,0.7122241620146779,8.0,full
optical_net,outer_0,claritree,4,0.008,0.01,3,504,quantile,0,0.8682816668232989,0.0056023804043603,3.4186801434169727,13.02216911315918,0.0038684063238435,0.9095641385054202,0.0087340880710616,0.7605826844709929,5.0,full
optical_net,outer_0,claritree,4,0.008,0.001,3,504,quantile,0,0.8914333701066299,0.0046280290580119,2.407031940714304,15.862452745437622,0.0024861814962879,0.9418778828731492,0.0039059028362056,0.8929320652421789,5.0,full
optical_net,outer_0,claritree,4,0.008,0.0001,3,504,quantile,0,0.8883176231518227,0.0046484598894925,1.9154514271970695,12.006901741027832,0.0018645389525531,0.9564106837937308,0.004750335413253,0.8697846251091013,5.0,full
