dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_0,cart,5,0.1,3,20,20,quantile,1,0.9073340613489576,9897615.434588132,0.0013551712036132812,8699525.688440358,0.9183542992520614,11116119.317716435,0.9005180339208197,29
auction,outer_0,cart,5,0.08,3,20,20,quantile,1,0.9073340613489576,9897615.434588132,0.0013132095336914062,8699525.688440358,0.9183542992520614,11116119.317716435,0.9005180339208197,29
auction,outer_0,cart,5,0.05,3,20,20,quantile,1,0.9073340613489576,9897615.434588132,0.0013217926025390625,8699525.688440358,0.9183542992520614,11116119.317716435,0.9005180339208197,29
auction,outer_0,cart,5,0.03,3,20,20,quantile,1,0.90733406130613,9897615.439385736,0.0013606548309326172,8699525.688440358,0.9183542992520614,11116119.317716435,0.9005180339208197,29
auction,outer_0,cart,5,0.01,3,20,20,quantile,1,0.9073340611226742,9897615.459099526,0.0013499259948730469,8699525.671021543,0.9183542994155383,11116119.317716435,0.9005180339208197,30
auction,outer_0,cart,5,0.008,3,20,20,quantile,1,0.9073340611226742,9897615.459099526,0.0013070106506347656,8699525.671021543,0.9183542994155383,11116119.317716435,0.9005180339208197,30
auction,outer_0,cart,5,0.005,3,20,20,quantile,1,0.9073340611226742,9897615.459099526,0.0013031959533691406,8699525.671021543,0.9183542994155383,11116119.317716435,0.9005180339208197,30
auction,outer_0,cart,5,0.003,3,20,20,quantile,1,0.9073340611226742,9897615.459099526,0.0013117790222167969,8699525.667775072,0.9183542994460066,11116119.317716435,0.9005180339208197,31
auction,outer_0,cart,5,0.001,3,20,20,quantile,1,0.9073340611430277,9897615.457026163,0.001316070556640625,8699525.667775072,0.9183542994460066,11116119.317716435,0.9005180339208197,31
auction,outer_0,cart,5,0.0005,3,20,20,quantile,1,0.9073340611430277,9897615.457026163,0.0013022422790527344,8699525.667775072,0.9183542994460066,11116119.317716435,0.9005180339208197,31
auction,outer_0,cart,5,0.0001,3,20,20,quantile,1,0.9073340611299555,9897615.458490528,0.001298666000366211,8699525.667775072,0.9183542994460066,11116119.317716435,0.9005180339208197,31
