dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
insurance,outer_1,guide,5,2.0,3,20,20,quantile,1,0.5964579333333333,55697748.0,0.068937,55438170.0,0.5993,57577983.0,0.6781858,2
insurance,outer_1,guide,5,4.0,3,20,20,quantile,1,0.8050688333333333,26859349.333333332,0.063739,25984766.0,0.8122,31429862.0,0.8243326,4
insurance,outer_1,guide,5,6.0,3,20,20,quantile,1,0.8258062,23986491.0,0.065619,23810141.0,0.8279,28791008.0,0.8390816,6
insurance,outer_1,guide,5,8.0,3,20,20,quantile,1,0.8335267666666667,22894052.0,0.052425,22023549.0,0.8408,26606506.0,0.8512912,8
insurance,outer_1,guide,5,10.0,3,20,20,quantile,1,0.8344395666666666,22778135.333333332,0.06498,21233173.0,0.8465,25172963.0,0.8593036,10
insurance,outer_1,guide,5,12.0,3,20,20,quantile,1,0.8323373,23072895.0,0.067567,20784030.0,0.8498,24415614.0,0.8635365,12
insurance,outer_1,guide,5,14.0,3,20,20,quantile,1,0.8341990333333333,22822345.333333332,0.068341,20598329.0,0.8511,24026584.0,0.8657109,13
insurance,outer_1,guide,5,16.0,3,20,20,quantile,1,0.8338592,22882032.666666668,0.067081,20086991.0,0.8548,24156381.0,0.8649854,16
insurance,outer_1,guide,5,20.0,3,20,20,quantile,1,0.8365548666666666,22513185.333333332,0.06311,19682365.0,0.8577,23723338.0,0.8674058,20
insurance,outer_1,guide,5,24.0,3,20,20,quantile,1,0.8370362333333334,22447600.666666668,0.063343,19525372.0,0.8589,23526435.0,0.8685063,23
insurance,outer_1,guide,5,28.0,3,20,20,quantile,1,0.8368279333333333,22477393.666666668,0.069396,19352235.0,0.8601,24073676.0,0.8654477,28
insurance,outer_1,guide,5,32.0,3,20,20,quantile,1,0.8368363333333333,22476222.666666668,0.065484,19352235.0,0.8601,24073676.0,0.8654477,28
