dataset,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_r2,test_r2,train_mse,test_mse,loss,train_time_s,n_leaves,outer
walmart,claritree,5,0.0005,3,20,20,quantile,1.0,0.15724768906330694,268242167686.43506,0.21737671600880543,0.1772629018962843,249229396517.6186,261962273044.87524,1309099343583716.0,1.153049850463867,31.8,best_by_mean_val_r2
airfoil,streed,5,0.0001,3,20,20,,,0.6791409933375765,15.203116813210864,0.7806187284325481,0.6975478695012193,10.43407092776815,14.395327516197096,,26.721412086486815,32.0,mean
airfoil,streed,5,0.0005,3,20,20,,,0.6791409933375765,15.203116813210864,0.7806187284325481,0.6975478695012193,10.43407092776815,14.395327516197096,,26.889377927780153,32.0,mean
airfoil,streed,5,0.001,3,20,20,,,0.6788730022139043,15.215785513327784,0.7806187284325481,0.6975478695012193,10.43407092776815,14.395327516197096,,27.119732761383055,32.0,mean
airfoil,streed,5,0.003,3,20,20,,,0.6693469632505354,15.651403537346141,0.7750331988081988,0.7054851113018745,10.699389024622853,13.994783697523754,,27.957605028152464,29.4,mean
airfoil,streed,5,0.005,3,20,20,,,0.6717537590775597,15.532144555125072,0.7565231959387567,0.6709469838578888,11.579914295295836,15.614542593540282,,28.64814167022705,25.0,mean
airfoil,streed,5,0.008,3,20,20,,,0.6449754445166658,16.82903572620169,0.7115842603239143,0.6408105054224895,13.717718739072524,17.11129518127057,,28.51353430747986,17.6,mean
airfoil,streed,5,0.01,3,20,20,,,0.6282735160979429,17.636004533285217,0.6980450583266308,0.6204726257184274,14.367235583945027,18.02884519334095,,28.318781089782714,16.2,mean
airfoil,streed,5,0.03,3,20,20,,,0.4656202894837249,25.33720460851576,0.5310039707995193,0.49303856299641835,22.29204610058554,24.09595893828945,,23.776744604110718,7.2,mean
airfoil,streed,5,0.05,3,20,20,,,0.3659753713808357,30.09304986332046,0.4210366522169786,0.3821503005731272,27.519000207307283,29.481284644752208,,15.63362021446228,4.2,mean
airfoil,streed,5,0.08,3,20,20,,,0.3255622282220748,32.03271454382504,0.35471645979490674,0.3182791874139245,30.69369452294644,32.40029090133328,,2.9049723148345947,3.0,mean
airfoil,streed,5,0.1,3,20,20,,,0.3286848510154877,31.888110249276885,0.35471645979490674,0.3182791874139245,30.69369452294644,32.40029090133328,,0.8009653091430664,3.0,mean
airfoil,streed,5,0.0001,3,20,20,,,0.022729455068796818,1.2894792987367707,0.001671698264048953,0.023627216959729906,0.22151187153391927,1.6898087530342092,,0.7580194049401535,0.0,std
airfoil,streed,5,0.0005,3,20,20,,,0.022729455068796818,1.2894792987367707,0.001671698264048953,0.023627216959729906,0.22151187153391927,1.6898087530342092,,0.7377211553506539,0.0,std
airfoil,streed,5,0.001,3,20,20,,,0.023092179340530556,1.3075372362048017,0.001671698264048953,0.023627216959729906,0.22151187153391927,1.6898087530342092,,0.6821325006676446,0.0,std
airfoil,streed,5,0.003,3,20,20,,,0.02118508481839562,1.196802937906091,0.002346935659107288,0.02663294675812261,0.2214896120521163,1.4859339814062014,,0.7414976227044252,0.8944271909999157,std
airfoil,streed,5,0.005,3,20,20,,,0.020251557730619683,1.1964546075621394,0.003800473481582073,0.022264316660424156,0.2842269706175002,0.995258027617434,,0.7582845296717613,0.0,std
airfoil,streed,5,0.008,3,20,20,,,0.01625881137831885,0.9060623454351303,0.0062687308439044985,0.025926223408557412,0.4172668414977997,2.0665686228703106,,0.7753658239739382,0.5477225575051664,std
airfoil,streed,5,0.01,3,20,20,,,0.0146061287396386,0.7745303358337144,0.015677418899731024,0.022221946079448367,0.9250538497344515,1.365162594602095,,0.7983418001203905,1.643167672515498,std
airfoil,streed,5,0.03,3,20,20,,,0.012655806138609975,0.9287831105734645,0.02659072847577837,0.015494678541397116,0.9905686542620832,1.6039150621907967,,1.0049776715478773,0.8366600265340756,std
airfoil,streed,5,0.05,3,20,20,,,0.017419071230455625,0.7350511397262093,0.051541646444357186,0.07910087231939307,2.2561109937692754,5.113112118328917,,0.43023271737947455,1.0954451150103321,std
airfoil,streed,5,0.08,3,20,20,,,0.022753893672242148,1.4710397210461994,0.010349431436925433,0.03473034403491971,0.9227299851655896,2.5482330439733683,,0.4708580780267733,0.0,std
airfoil,streed,5,0.1,3,20,20,,,0.019491201068340774,1.369191385201314,0.010349431436925433,0.03473034403491971,0.9227299851655896,2.5482330439733683,,0.015261470252710631,0.0,std
airfoil,streed,5,0.0001,3,20,20,,,0.6791409933375765,15.203116813210864,0.7806187284325481,0.6975478695012193,10.43407092776815,14.395327516197096,,26.721412086486815,32.0,best_by_mean_val_r2
auction,streed,5,0.0001,3,20,20,,,0.9364293129375657,6848506.344294881,0.9431604452635185,0.9300879567279597,6109702.250622672,7329501.280505618,,1.95915789604187,21.0,mean
auction,streed,5,0.0005,3,20,20,,,0.9358277054176296,6914927.7202848885,0.9421495549298731,0.9280691488138568,6218063.636696276,7547909.712382455,,1.903886651992798,18.4,mean
auction,streed,5,0.001,3,20,20,,,0.9353428663131774,6980717.912984814,0.9390131557057609,0.9233293845679125,6555315.984516693,8042882.358333384,,1.8443758487701416,14.0,mean
auction,streed,5,0.003,3,20,20,,,0.9312981097130268,7400990.7281196695,0.9356205184819981,0.9215976144273006,6920200.1123573985,8229706.500535442,,1.5989476680755614,12.0,mean
auction,streed,5,0.005,3,20,20,,,0.9259141973779051,7982282.994515988,0.9269415015899878,0.9121324210456931,7844702.884310941,9288408.140586,,1.322786235809326,10.4,mean
auction,streed,5,0.008,3,20,20,,,0.9096770655102071,9689650.647142474,0.9096293765535339,0.8962282084344004,9721209.494973365,10954324.393752389,,1.0317238330841065,8.4,mean
auction,streed,5,0.01,3,20,20,,,0.8859101673413239,12311531.215782318,0.8889264372401149,0.8758295815827115,11938131.404284004,13195166.949691858,,0.837560510635376,6.2,mean
auction,streed,5,0.03,3,20,20,,,0.8535656501670271,15792600.27624626,0.8541327910457619,0.8514752105765135,15684343.21207734,15797669.946684742,,0.0162554740905761,4.0,mean
auction,streed,5,0.05,3,20,20,,,0.8535656501670271,15792600.27624626,0.8541327910457619,0.8514752105765135,15684343.21207734,15797669.946684742,,0.0149906158447265,4.0,mean
auction,streed,5,0.08,3,20,20,,,0.7275167970343869,29324420.551459946,0.7279325184099871,0.7257064261580857,29266793.451193728,29389991.65578874,,0.00561332702636716,3.0,mean
auction,streed,5,0.1,3,20,20,,,0.7275167970343869,29324420.551459946,0.7279325184099871,0.7257064261580857,29266793.451193728,29389991.65578874,,0.00521512031555172,3.0,mean
auction,streed,5,0.0001,3,20,20,,,0.007419307083547664,877471.9292447615,0.004903210478254124,0.030910248165541387,468011.16956094553,2549211.801289998,,0.2053221411862165,0.0,std
auction,streed,5,0.0005,3,20,20,,,0.008074627836430877,953218.0971111301,0.0055347844485986245,0.029501172271194715,538075.4523272861,2366049.039072044,,0.1841657314341557,1.9493588689617924,std
auction,streed,5,0.001,3,20,20,,,0.008171876087903433,978863.4186670999,0.004781662888599975,0.03178485767219685,439776.7555105558,2548882.077889634,,0.16701295136877,0.0,std
auction,streed,5,0.003,3,20,20,,,0.006712519600148467,817591.5671985637,0.00484114218670247,0.031355027590429636,441705.29236116935,2486338.5723854653,,0.10757093296236883,0.0,std
auction,streed,5,0.005,3,20,20,,,0.008233168265039736,997563.7121866014,0.013163871326337352,0.025807608276226586,1322310.393611288,1937406.0340716261,,0.07669230814833848,1.51657508881031,std
auction,streed,5,0.008,3,20,20,,,0.009340767147336608,1118087.435338495,0.010653321500139612,0.03046661780766879,1142999.6172589525,2213834.3575260527,,0.07640992680410982,0.8944271909999157,std
auction,streed,5,0.01,3,20,20,,,0.006312171409452892,938211.6680480214,0.007616685976553701,0.023664703512873374,645519.5698319379,1557028.223536433,,0.08071827893111973,0.44721359549995787,std
auction,streed,5,0.03,3,20,20,,,0.006096309493247164,475121.9211585408,0.006148301464446365,0.02683249638018833,470100.92948815937,1893114.771150861,,0.0008055905467506686,0.0,std
auction,streed,5,0.05,3,20,20,,,0.006096309493247164,475121.9211585408,0.006148301464446365,0.02683249638018833,470100.92948815937,1893114.771150861,,0.0005916638759621135,0.0,std
auction,streed,5,0.08,3,20,20,,,0.004252116701275168,571494.1801658969,0.003532936460476504,0.01623242896943106,553786.27230234,2173165.641146216,,0.00018074384953561314,0.0,std
auction,streed,5,0.1,3,20,20,,,0.004252116701275168,571494.1801658969,0.003532936460476504,0.01623242896943106,553786.27230234,2173165.641146216,,0.00015378713591153345,0.0,std
auction,streed,5,0.0001,3,20,20,,,0.9364293129375657,6848506.344294881,0.9431604452635185,0.9300879567279597,6109702.250622672,7329501.280505618,,1.95915789604187,21.0,best_by_mean_val_r2
auto_mpg,streed,5,0.0001,3,20,20,,,0.7694033162222469,13.868919163398619,0.9500155162479095,0.7681844651813956,3.0361366194931065,13.989635725425865,,48.147845077514646,32.0,mean
auto_mpg,streed,5,0.0005,3,20,20,,,0.7693688468218485,13.871274932629387,0.9499509570555216,0.7682522980897672,3.039961005298384,13.985180549979617,,50.29880118370056,31.8,mean
auto_mpg,streed,5,0.001,3,20,20,,,0.7570671320041076,14.675116788544461,0.9497555764443242,0.7661018745389977,3.051979905799492,14.10830259442127,,53.41609950065613,31.6,mean
auto_mpg,streed,5,0.003,3,20,20,,,0.7760629099737575,13.529635936057925,0.9260900126555172,0.7979675114422383,4.489557403448488,12.427728956612306,,57.677160787582395,19.4,mean
auto_mpg,streed,5,0.005,3,20,20,,,0.7675703545926679,13.980551945135682,0.9028624044803901,0.7832777264592061,5.8989189918259735,13.241419426844441,,53.31141862869263,13.2,mean
auto_mpg,streed,5,0.008,3,20,20,,,0.7628331630733296,14.431042633680415,0.8827276902333056,0.7763416369590124,7.124459955932363,13.619519207017202,,45.59032707214355,10.0,mean
auto_mpg,streed,5,0.01,3,20,20,,,0.7549366703184701,14.941536044898381,0.8707535648549045,0.7675932105316395,7.854804660434401,14.134238149928652,,40.606288003921506,8.8,mean
auto_mpg,streed,5,0.03,3,20,20,,,0.7436007945229418,15.455961178258201,0.8192251107974414,0.7497373667023497,10.995135151984227,15.150061201079485,,0.9585476398468018,5.4,mean
auto_mpg,streed,5,0.05,3,20,20,,,0.6813308932482022,19.284807963876823,0.796879672512118,0.7432663353020689,12.32416736182862,15.569134090297927,,0.031043815612792923,4.8,mean
auto_mpg,streed,5,0.08,3,20,20,,,0.6264020217669897,22.570177457803382,0.6909225203044078,0.6665319571176481,18.78035311047085,20.239766121485946,,0.0045298099517822,3.0,mean
auto_mpg,streed,5,0.1,3,20,20,,,0.6098113088994023,23.597367338468537,0.6725390520892001,0.6376279657804955,19.869361078097448,22.13814193338947,,0.0044775009155273,2.8,mean
auto_mpg,streed,5,0.0001,3,20,20,,,0.012353914090240567,0.7480281334168142,0.0019544226846579475,0.06905013786301172,0.13741484550693073,4.19253851182022,,2.140034952667967,0.0,std
auto_mpg,streed,5,0.0005,3,20,20,,,0.012291525683601898,0.7449694097426774,0.001890420824469948,0.06901312848771916,0.1315330984892365,4.188266304438681,,2.77591810088303,0.44721359549995787,std
auto_mpg,streed,5,0.001,3,20,20,,,0.009852565198967149,0.685030437259778,0.0022099492635877455,0.06541546247024976,0.15305345508097698,3.9668170694944167,,2.6374525459813416,0.5477225575051664,std
auto_mpg,streed,5,0.003,3,20,20,,,0.024063884098798744,1.414212520867563,0.0036115799652424903,0.09084789519864232,0.24719801661681778,6.4230288801895075,,3.7000528095340655,1.5165750888103102,std
auto_mpg,streed,5,0.005,3,20,20,,,0.02178452655054591,1.1751642473931987,0.006192397573099235,0.06413554430772955,0.37388959084843176,4.648044707115881,,3.9807399131063126,1.3038404810405297,std
auto_mpg,streed,5,0.008,3,20,20,,,0.03243912442332078,2.0596519619767433,0.01257120088985477,0.05197147033638017,0.7988646739638108,3.98921607674312,,5.230314428800326,1.5811388300841898,std
auto_mpg,streed,5,0.01,3,20,20,,,0.022136772318406345,1.2693557242567879,0.017824870274669828,0.051886865563103436,1.1392365371974733,3.9316004850778046,,5.207076284534524,1.7888543819998317,std
auto_mpg,streed,5,0.03,3,20,20,,,0.017684778906506386,1.2607231346671965,0.020493991536079524,0.0546790486028023,1.4040209086002426,3.9255266634741237,,0.12398974239826151,0.5477225575051663,std
auto_mpg,streed,5,0.05,3,20,20,,,0.03359503561749814,2.3274406122271802,0.015432248710698261,0.05743931483005362,0.7276577555913961,4.237902735941865,,0.014862102453845718,0.4472135954999579,std
auto_mpg,streed,5,0.08,3,20,20,,,0.020664687517032727,1.5425723438962295,0.018708187578142858,0.08409876661105464,1.3208551747228983,6.065646059427837,,0.0002835650792666331,0.0,std
auto_mpg,streed,5,0.1,3,20,20,,,0.03156592156699872,2.2815829242684287,0.027123367265204874,0.1438104509923663,1.3474222443249662,10.167791783232415,,0.00020743985226373798,0.4472135954999579,std
auto_mpg,streed,5,0.003,3,20,20,,,0.7760629099737575,13.529635936057925,0.9260900126555172,0.7979675114422383,4.489557403448488,12.427728956612306,,57.677160787582395,19.4,best_by_mean_val_r2
energe_c,streed,5,0.0001,3,20,20,,,0.9581163850565746,3.8051982948730396,0.9767839606133805,0.9659842747309402,2.09780479612431,3.0598973050065066,,0.726320743560791,32.0,mean
energe_c,streed,5,0.0005,3,20,20,,,0.9564643121192813,3.9540463443370752,0.9765261625890705,0.9652813411351839,2.120994379286271,3.124170908697969,,0.744108009338379,31.2,mean
energe_c,streed,5,0.001,3,20,20,,,0.9519884471625261,4.353702182173662,0.970152033823369,0.9582100968932036,2.6973073745533163,3.752506898752114,,0.7713993072509766,23.4,mean
energe_c,streed,5,0.003,3,20,20,,,0.940963178742211,5.337149689038838,0.9493048384009715,0.9397011764404345,4.581545435449764,5.42284342074718,,0.6866359233856201,11.2,mean
energe_c,streed,5,0.005,3,20,20,,,0.9366886620448895,5.722936493809848,0.9437486738916426,0.9391833333355162,5.0827164600279655,5.467862860907664,,0.519307279586792,9.8,mean
energe_c,streed,5,0.008,3,20,20,,,0.9206106194956879,7.164902987160301,0.9232333623927353,0.9179525586670685,6.936690546923023,7.3905311654810175,,0.31011247634887695,6.8,mean
energe_c,streed,5,0.01,3,20,20,,,0.900010238500567,8.99415805972966,0.9030239462907504,0.8972917104859348,8.761844038751027,9.259498739796161,,0.18904666900634762,4.6,mean
energe_c,streed,5,0.03,3,20,20,,,0.8759726409333745,11.178289660918406,0.8778557565030031,0.876441280495529,11.037643857439337,11.12821672026119,,0.0035952568054198803,3.0,mean
energe_c,streed,5,0.05,3,20,20,,,0.8759726409333745,11.178289660918406,0.8778557565030031,0.876441280495529,11.037643857439337,11.12821672026119,,0.00326747894287104,3.0,mean
energe_c,streed,5,0.08,3,20,20,,,0.8151255997067356,16.775507041630753,0.819413601363664,0.8088798844953224,16.322586103458377,17.210524373913337,,0.0030570983886718,2.2,mean
energe_c,streed,5,0.1,3,20,20,,,0.8014031873854343,17.96217373295741,0.8024086370588537,0.8016313678506393,17.85556136699328,17.8684880666109,,0.0029310226440429203,2.0,mean
energe_c,streed,5,0.0001,3,20,20,,,0.003461068974196403,0.33891412015894656,0.0010257907252432582,0.004941617877123836,0.08947636629729395,0.41319894194328466,,0.0235267141861584,0.0,std
energe_c,streed,5,0.0005,3,20,20,,,0.003010667412314498,0.3161893418565475,0.0010320381458631925,0.005100504569175329,0.08698594334710581,0.4388473335541066,,0.025489800410002567,0.8366600265340757,std
energe_c,streed,5,0.001,3,20,20,,,0.0020207776100691745,0.2555763800470985,0.000903475106348023,0.008263853446495955,0.08556807067895793,0.654676172029396,,0.014054046483757934,0.547722557505166,std
energe_c,streed,5,0.003,3,20,20,,,0.003602465406756161,0.319695125881488,0.0022830474314591252,0.006314169721884964,0.2192597540965574,0.4738203735988817,,0.012063865137353452,0.8366600265340756,std
energe_c,streed,5,0.005,3,20,20,,,0.006649546922014816,0.6142539798469246,0.0021099524089351653,0.012269884197621128,0.17660106729026767,1.0374371488622025,,0.02508735062674355,0.44721359549995776,std
energe_c,streed,5,0.008,3,20,20,,,0.005913566624321071,0.5309936648987248,0.0036725081720665343,0.011635571242655839,0.32371891781825335,1.0562515147781282,,0.028506976013644672,0.44721359549995804,std
energe_c,streed,5,0.01,3,20,20,,,0.005850082345903648,0.5716893231619496,0.008802631539947536,0.01410959052678238,0.7815390249561094,1.3626131768300447,,0.02115395591566189,0.8944271909999159,std
energe_c,streed,5,0.03,3,20,20,,,0.005110861884008849,0.4554859196918623,0.004371367839768822,0.01773072740301109,0.3974293308933308,1.6251674136342784,,6.588221937971528e-05,0.0,std
energe_c,streed,5,0.05,3,20,20,,,0.005110861884008849,0.4554859196918623,0.004371367839768822,0.01773072740301109,0.3974293308933308,1.6251674136342784,,4.576127727463547e-05,0.0,std
energe_c,streed,5,0.08,3,20,20,,,0.019989837498141278,1.7490011461398753,0.03587535248106644,0.03251954939453571,3.2612512553057997,2.9465539548682496,,5.682885756536855e-05,0.4472135954999579,std
energe_c,streed,5,0.1,3,20,20,,,0.005789844195730259,0.5658960639774054,0.005550461031199423,0.02196258818207404,0.5118430664622136,2.042015468666958,,0.0001190374566468166,0.0,std
energe_c,streed,5,0.0001,3,20,20,,,0.9581163850565746,3.8051982948730396,0.9767839606133805,0.9659842747309402,2.09780479612431,3.0598973050065066,,0.726320743560791,32.0,best_by_mean_val_r2
energe_h,streed,5,0.0001,3,20,20,,,0.9916150412614305,0.8531669710666085,0.9968551460128943,0.9964689692738332,0.31960068090498145,0.35705437940641077,,0.25744261741638186,31.8,mean
energe_h,streed,5,0.0005,3,20,20,,,0.9915950234102635,0.8565273574475049,0.9942070956179357,0.9932921653786311,0.5889597476623349,0.6817466633043882,,0.4114739418029785,26.0,mean
energe_h,streed,5,0.001,3,20,20,,,0.9842403484010689,1.5988919351738866,0.988564054935497,0.9876671233661216,1.1619510830089481,1.259761779395235,,0.4256604671478271,19.2,mean
energe_h,streed,5,0.003,3,20,20,,,0.9671503914302988,3.3302653539929272,0.9739175976554832,0.9689104424573785,2.649401306016191,3.1609094555546635,,0.3214813709259033,12.8,mean
energe_h,streed,5,0.005,3,20,20,,,0.9520683654440252,4.851969594963046,0.9629696916286068,0.954395516049215,3.772426291879049,4.559947244809371,,0.17876744270324701,9.8,mean
energe_h,streed,5,0.008,3,20,20,,,0.9368733345402944,6.38840879177422,0.9474690578752922,0.9389899170827343,5.338943152511148,6.161704493759437,,0.06582188606262204,7.4,mean
energe_h,streed,5,0.01,3,20,20,,,0.9289374100962446,7.210911197039378,0.9402253641122567,0.9305411981853879,6.072295922407919,7.029616042167284,,0.04716429710388182,6.6,mean
energe_h,streed,5,0.03,3,20,20,,,0.8816373771895842,11.98049979754607,0.8816116545347092,0.878873826527035,12.044589952868943,12.197089522901186,,0.00340013504028314,3.2,mean
energe_h,streed,5,0.05,3,20,20,,,0.8744972370100944,12.721544427146162,0.8755529814632137,0.8740556136910984,12.648656660884209,12.724746866113653,,0.0032037734985351,3.0,mean
energe_h,streed,5,0.08,3,20,20,,,0.8507534080949704,15.157838725204092,0.8596537208192986,0.8533553626275647,14.259394980571638,14.855957370348847,,0.00302147865295406,2.8,mean
energe_h,streed,5,0.1,3,20,20,,,0.7898697891383673,21.33270607137331,0.7911074418921931,0.7892512889420145,21.233304410703642,21.319747090492424,,0.0030394077301024803,2.0,mean
energe_h,streed,5,0.0001,3,20,20,,,0.004331751064051882,0.43751087487234475,0.0001175965161528157,0.0004838242996571668,0.008826816140730831,0.04502077368374156,,0.0068673780200986185,0.44721359549995787,std
energe_h,streed,5,0.0005,3,20,20,,,0.0020663289620531846,0.2059599312713232,0.00017532480233499654,0.0009532799614635589,0.021210567627973822,0.1219917953206529,,0.007832673722254139,0.0,std
energe_h,streed,5,0.001,3,20,20,,,0.0037385513628561897,0.3683279673699678,0.0014808140175869972,0.0028111323468255765,0.14595496764488627,0.3444187128530832,,0.009630982639523184,1.6431676725154982,std
energe_h,streed,5,0.003,3,20,20,,,0.001174338855797851,0.12899172155565364,0.002720390816212294,0.006389174848162496,0.24940801757932607,0.7411769499498214,,0.023419109488326408,0.8366600265340756,std
energe_h,streed,5,0.005,3,20,20,,,0.003779719730329992,0.36414696715008366,0.005993231524994949,0.013217700038476917,0.6715368486965454,1.0175835093264471,,0.014879692854775854,1.30384048104053,std
energe_h,streed,5,0.008,3,20,20,,,0.006163249335391134,0.5861244880569876,0.00479764181522203,0.008648045393858224,0.4791034107413363,0.77036881575547,,0.016361986668199546,0.5477225575051662,std
energe_h,streed,5,0.01,3,20,20,,,0.004515399942574484,0.5051340513783389,0.005501668318799816,0.00962347466650381,0.504784696372192,0.9941025811494157,,0.0054157296060082655,0.5477225575051662,std
energe_h,streed,5,0.03,3,20,20,,,0.005078180092300561,0.4315987543567467,0.00943132001276009,0.02697317662546866,1.0934245912704579,2.5081057975106207,,5.490707926212104e-05,0.4472135954999579,std
energe_h,streed,5,0.05,3,20,20,,,0.0046597925834951604,0.3856452973359339,0.004363124090052601,0.01645629766306527,0.36978123427624326,1.4904445412846568,,5.354809102413458e-05,0.0,std
energe_h,streed,5,0.08,3,20,20,,,0.025914495326408018,2.621114615437169,0.035585682700913016,0.049715386300366995,3.573954149662136,5.1806293307878875,,2.3344941172110247e-05,0.447213595499958,std
energe_h,streed,5,0.1,3,20,20,,,0.004492303872043718,0.40951549909706625,0.004292950527852361,0.016532296842530315,0.3520923436004199,1.3911330006790077,,8.120391203762518e-05,0.0,std
energe_h,streed,5,0.0001,3,20,20,,,0.9916150412614305,0.8531669710666085,0.9968551460128943,0.9964689692738332,0.31960068090498145,0.35705437940641077,,0.25744261741638186,31.8,best_by_mean_val_r2
insurance,streed,5,0.0001,3,20,20,,,0.7842888135924263,31609645.593863457,0.88823161546059,0.8014822495805032,16359181.499010753,28554073.588320535,,13.002969646453858,32.0,mean
insurance,streed,5,0.0005,3,20,20,,,0.7830924955725811,31781214.794451278,0.8879546829800793,0.801394001202788,16399518.248644274,28567099.67341109,,13.076672697067261,31.2,mean
insurance,streed,5,0.001,3,20,20,,,0.7849513626413517,31451056.28369056,0.8829958283994938,0.8206217620526054,17121235.810494453,25652375.63617145,,13.221579027175903,24.6,mean
insurance,streed,5,0.003,3,20,20,,,0.8304938940345931,24875304.812524214,0.8557451414352599,0.8391327124145074,21118410.65343716,23220600.763222467,,12.272923135757447,8.4,mean
insurance,streed,5,0.005,3,20,20,,,0.8365011402591158,23977036.674564846,0.8524090318506058,0.8357930258454547,21612848.443005845,23695188.518155623,,10.75048828125,7.4,mean
insurance,streed,5,0.008,3,20,20,,,0.8283415540471524,25148203.494159874,0.8388486584454128,0.8251811410134163,23607858.604245193,25114890.22292023,,8.744280672073364,5.4,mean
insurance,streed,5,0.01,3,20,20,,,0.823811752627325,25806755.997705642,0.8317557572031282,0.8200644801134898,24649063.582244895,25929164.19025134,,7.470657920837402,4.6,mean
insurance,streed,5,0.03,3,20,20,,,0.8183401940923073,26620784.880398743,0.8251211382824974,0.819830827776831,25604438.91984833,25938835.10470248,,0.025070381164550744,4.0,mean
insurance,streed,5,0.05,3,20,20,,,0.8183401940923073,26620784.880398743,0.8251211382824974,0.819830827776831,25604438.91984833,25938835.10470248,,0.00628499984741208,4.0,mean
insurance,streed,5,0.08,3,20,20,,,0.7574512321909543,35505833.23291196,0.761880867847422,0.7581090419842439,34861259.68051867,34850839.83397377,,0.00580496788024898,3.0,mean
insurance,streed,5,0.1,3,20,20,,,0.7574512321909543,35505833.23291196,0.761880867847422,0.7581090419842439,34861259.68051867,34850839.83397377,,0.0056663990020751395,3.0,mean
insurance,streed,5,0.0001,3,20,20,,,0.013716313848621509,1004654.2873402889,0.008037176870142269,0.051584709624076255,1041144.1991371098,6623170.836570418,,0.5038269598762327,0.0,std
insurance,streed,5,0.0005,3,20,20,,,0.015413333565278044,1211073.6417306736,0.008133619474980647,0.05149040642836866,1052901.7835355378,6609009.162659659,,0.4475298785923245,1.30384048104053,std
insurance,streed,5,0.001,3,20,20,,,0.016904451961535706,1283070.8963787432,0.007700831596817321,0.043388021360890455,860667.49993417,4546157.8499376755,,0.34040740134136843,2.408318915758459,std
insurance,streed,5,0.003,3,20,20,,,0.008489729880200497,1331383.1234453062,0.0069637365463601705,0.03682634884727506,872802.506143263,4941557.017326339,,0.36345335618798696,0.547722557505166,std
insurance,streed,5,0.005,3,20,20,,,0.005376411962687858,763818.5065229917,0.006915633455643773,0.03651541335680633,1038839.8089284191,4835515.1777617745,,0.47896716847508103,0.5477225575051662,std
insurance,streed,5,0.008,3,20,20,,,0.006197142745010106,310090.33454641886,0.005131462948663148,0.04216806308961891,1090283.6845790038,5081546.710845477,,0.4643383761267506,0.5477225575051662,std
insurance,streed,5,0.01,3,20,20,,,0.009433394432388614,1045693.2183069098,0.01013775413443483,0.03661321532577414,1747481.5205396134,4546395.018904512,,0.7403356407820619,0.5477225575051661,std
insurance,streed,5,0.03,3,20,20,,,0.009458658536682768,1024463.9279499224,0.007373930704254438,0.03926789513542382,972708.9762542086,4844556.665278439,,0.001321090872608766,0.0,std
insurance,streed,5,0.05,3,20,20,,,0.009458658536682768,1024463.9279499224,0.007373930704254438,0.03926789513542382,972708.9762542086,4844556.665278439,,0.00017864914294293919,0.0,std
insurance,streed,5,0.08,3,20,20,,,0.008644813994015631,332742.5437805076,0.007678390931774605,0.03236966093299415,785401.7691877424,3050615.2471320485,,0.00020887007939565333,0.0,std
insurance,streed,5,0.1,3,20,20,,,0.008644813994015631,332742.5437805076,0.007678390931774605,0.03236966093299415,785401.7691877424,3050615.2471320485,,0.00018453733557074575,0.0,std
insurance,streed,5,0.005,3,20,20,,,0.8365011402591158,23977036.674564846,0.8524090318506058,0.8357930258454547,21612848.443005845,23695188.518155623,,10.75048828125,7.4,best_by_mean_val_r2
optical_net,streed,5,0.0001,3,20,20,,,0.788426981229761,0.00871724239024764,0.9303675193133026,0.8028547780401863,0.0028911802381132597,0.00805336920894782,,56.32495279312134,32.0,mean
optical_net,streed,5,0.0005,3,20,20,,,0.7883145298902625,0.0087219819178193,0.9302732380254692,0.7932081387698571,0.0028950632005669196,0.00846621337047916,,56.97617530822754,31.8,mean
optical_net,streed,5,0.001,3,20,20,,,0.7846887489806258,0.0088764256695753,0.9295853357764319,0.8020384241301072,0.00292362933315798,0.0081295282055387,,59.75180649757385,31.0,mean
optical_net,streed,5,0.003,3,20,20,,,0.7891675521253647,0.00871907417900726,0.9107276313491817,0.8115401381465531,0.0037092268455364,0.00782235243010236,,63.75412735939026,22.0,mean
optical_net,streed,5,0.005,3,20,20,,,0.7885037823478275,0.0087586411128639,0.8943983359728245,0.8191620207722494,0.004384231143016721,0.0073567644719325,,63.12817521095276,17.8,mean
optical_net,streed,5,0.008,3,20,20,,,0.7882873264286736,0.00874188439142132,0.8681202836961475,0.7905084859518089,0.00546705783373984,0.00867135288104434,,61.35613379478455,13.6,mean
optical_net,streed,5,0.01,3,20,20,,,0.7733464817464032,0.00935671987304864,0.8599012396983989,0.780974814985549,0.00580845618633628,0.009023964770505979,,59.243262100219724,12.6,mean
optical_net,streed,5,0.03,3,20,20,,,0.6773635335713265,0.013308114351632979,0.7514762415474008,0.6790376642353239,0.01028592312508036,0.013049122304258382,,27.980153226852416,6.4,mean
optical_net,streed,5,0.05,3,20,20,,,0.6375310128744138,0.014944229078143578,0.6622088496059838,0.6289168913320589,0.01400097507251894,0.015098050675382103,,2.360943603515625,4.0,mean
optical_net,streed,5,0.08,3,20,20,,,0.5393323289282341,0.0190049684374034,0.5259961805031217,0.4845755026996973,0.01969637969735874,0.020968837918905258,,0.04097876548767084,2.2,mean
optical_net,streed,5,0.1,3,20,20,,,0.4891809869821663,0.02102530583276386,0.5084135553615121,0.4829369390470665,0.02037834062815614,0.02105342691911824,,0.0057154178619384394,2.0,mean
