dataset,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_r2,test_r2,train_mse,test_mse,loss,train_time_s,n_leaves,outer,n_outer_merged,cost_complexity,ridge_penalty,lasso_penalty,pilot_grid_index,pilot_target_complexity,pilot_min_sample_leaf,pilot_min_sample_split,threshold_label
yacht,claritree,4,0.05,0.001,3,5,quantile,0.0,0.003238559092743179,0.9429949401300743,0.003423695879319043,0.011537149703463123,0.5827385129177998,3.9634704020299063,211.68886803145563,0.00029797560311369247,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.05,0.01,3,5,quantile,0.0,0.0026940150355020554,1.1628506372657847,0.002748297112072072,0.010664988176905655,0.4088615930891338,2.686017434620503,378.7568928364527,0.001427955145403683,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.05,0.1,3,5,quantile,0.0,0.013977311703989212,4.366988022342313,0.002748068226520497,0.009777480930774973,0.6069197630264384,3.902386784027941,438.349453249061,0.002065506287064104,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.08,1e-05,3,5,quantile,0.0,0.003674375448880934,1.0161204780187572,0.003527319221519055,0.011151292884738644,0.6098552704301241,3.834708760390341,302.57489088904686,0.0002574730243530174,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.08,0.0001,3,5,quantile,0.0,0.003642264221026633,1.011131596103411,0.003526202003725204,0.011189383898570483,0.6095618618869446,3.8458486667661638,309.18177944637836,0.0002752790247843478,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.08,0.001,3,5,quantile,0.0,0.003238559092743179,0.9429949401300743,0.003423695879319043,0.011537149703463123,0.5827385129177998,3.9634704020299063,373.5239027125012,0.0002619346307184616,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.08,0.01,3,5,quantile,0.0,0.0026940150355020554,1.1628506372657847,0.002748297112072072,0.010664988176905655,0.4088615930891338,2.686017434620503,539.1743267293311,0.0005338306082902736,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.08,0.1,3,5,quantile,0.0,0.013977311703989212,4.366988022342313,0.002748068226520497,0.009777480930774973,0.6069197630264384,3.902386784027941,598.2780083816299,0.0004890866047803266,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.1,1e-05,3,5,quantile,0.0,0.003674375448880934,1.0161204780187572,0.003527319221519055,0.011151292884738644,0.6098552704301241,3.834708760390341,409.28847282640294,0.00033064103964790845,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.1,0.0001,3,5,quantile,0.0,0.003642264221026633,1.011131596103411,0.003526202003725204,0.011189383898570483,0.6095618618869446,3.8458486667661638,416.13030496716397,0.0002871781921466061,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.1,0.001,3,5,quantile,0.0,0.003238559092743179,0.9429949401300743,0.003423695879319043,0.011537149703463123,0.5827385129177998,3.9634704020299063,481.60454417520367,0.0003071662597060085,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.1,0.01,3,5,quantile,0.0,0.0026940150355020554,1.1628506372657847,0.002748297112072072,0.010664988176905655,0.4088615930891338,2.686017434620503,646.6539106295538,0.0003652382374457154,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.1,0.1,3,5,quantile,0.0,0.013977311703989212,4.366988022342313,0.002748068226520497,0.009777480930774973,0.6069197630264384,3.902386784027941,705.5104594919338,0.0004823446385759326,0.0,std,5,,,,,,,,5
yacht,claritree,4,0.0001,0.0001,3,5,quantile,0.0,0.9784513764006826,4.920803153731326,0.996612558458714,0.9954904904903801,0.7758581393601112,1.112056453375231,356.4416909357798,0.039728116989135684,4.8,best_by_mean_val_r2,5,,,,,,,,5
california_housing,claritree,4,0.0001,1e-05,3,5,quantile,0.0,0.7398908647683474,3465216810.257596,0.7563753935197133,0.7457316565025498,3246099440.5721717,3386231554.9943805,54353613587232.055,18.78594470024109,16.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.0001,3,5,quantile,0.0,0.7288041716407766,3612995393.736438,0.7474822283138722,0.735556562734484,3364514003.448261,3521492394.868708,57197874174153.48,18.58719358444214,16.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.001,3,5,quantile,0.0,0.7187804423748504,3745930276.780833,0.7292701125859102,0.7220935257640714,3607132322.0909224,3700043315.45934,62515173116299.086,19.140324544906616,15.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.01,3,5,quantile,0.0,0.6875279400254231,4162575597.0190964,0.6946544103446857,0.6904019597139919,4068349953.8680573,4122334870.3560667,72784036850488.8,19.066671085357665,15.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.1,3,5,quantile,0.0,0.6264247781587111,4976674414.890976,0.6305649708238759,0.6270947869637568,4922378232.331354,4964897359.647939,86276189534899.56,19.249602699279784,15.2,mean,5,,,,,,,,5
california_housing,claritree,4,0.0005,1e-05,3,5,quantile,0.0,0.7398908647683474,3465216810.257596,0.7563753935197133,0.7457316565025498,3246099440.5721717,3386231554.9943805,55747585633396.664,18.756761693954466,16.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.0001,3,5,quantile,0.0,0.7288041716407766,3612995393.736438,0.7474822283138722,0.735556562734484,3364514003.448261,3521492394.868708,58591846220318.086,18.707774686813355,16.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.001,3,5,quantile,0.0,0.7190484508133898,3742455061.347705,0.7290225284052074,0.7220879821614179,3610453623.949752,3699931475.9710565,63779387253318.96,19.029107522964477,14.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.01,3,5,quantile,0.0,0.6864019524364149,4177613584.960391,0.6948023199010587,0.6903941002115765,4066364508.4415193,4122446182.947862,74106343285285.75,18.961240911483763,14.6,mean,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.1,3,5,quantile,0.0,0.6264993195730226,4975831036.699368,0.6306737662458265,0.6275372292646384,4920945898.907003,4958725251.572794,87583609453986.67,19.237644481658936,15.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.001,1e-05,3,5,quantile,0.0,0.7397051197239054,3467634977.520507,0.7563753935197133,0.7457316565025498,3246099440.5721717,3386231554.9943805,57490050691102.42,18.8491708278656,16.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.001,0.0001,3,5,quantile,0.0,0.7292076557628836,3607506234.8961854,0.7474408371046705,0.7356130846367305,3364986439.7945204,3520896639.6799836,60188026912878.15,19.10844769477844,15.2,mean,5,,,,,,,,5
california_housing,claritree,4,0.001,0.001,3,5,quantile,0.0,0.7167719129397997,3773207659.7305465,0.7267103880126143,0.7205943424248793,3641299674.9594016,3719753091.6628075,65309434209950.17,19.5463086605072,12.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.001,0.01,3,5,quantile,0.0,0.6850915124182451,4195169420.1213827,0.6916455687129142,0.6875853156352043,4108499062.302101,4159858015.931031,75394784912615.84,19.122838926315307,10.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.001,0.1,3,5,quantile,0.0,0.6263514798622427,4977509271.782118,0.629076042676848,0.625957287349498,4942234363.38807,4979971522.423073,89059917361547.44,19.03910889625549,12.8,mean,5,,,,,,,,5
california_housing,claritree,4,0.003,1e-05,3,5,quantile,0.0,0.7322325230861051,3567391221.101878,0.7491583279216755,0.7382891723729004,3342175457.9860077,3486294630.6724043,63694917783318.77,18.550587463378907,12.8,mean,5,,,,,,,,5
california_housing,claritree,4,0.003,0.0001,3,5,quantile,0.0,0.7242655214132142,3673679783.9022446,0.7358897671727996,0.7266419449353421,3518971883.9849524,3640542166.1002836,65555452538578.77,18.460232639312743,10.2,mean,5,,,,,,,,5
california_housing,claritree,4,0.003,0.001,3,5,quantile,0.0,0.707921666731792,3890933607.972375,0.7163242847848638,0.7121465118922916,3779790197.346916,3831748788.636874,69689747718906.625,18.98063759803772,7.8,mean,5,,,,,,,,5
california_housing,claritree,4,0.003,0.01,3,5,quantile,0.0,0.6775897496470475,4295080251.947294,0.6815794840506656,0.6778677361636313,4242457249.9880857,4289704142.7053504,78556272654635.34,18.868220329284668,5.6,mean,5,,,,,,,,5
california_housing,claritree,4,0.003,0.1,3,5,quantile,0.0,0.6196820307138721,5066671808.580156,0.6221418196092293,0.6193604983022073,5034655269.703107,5068710750.2512245,93558406411823.02,19.171033430099488,8.2,mean,5,,,,,,,,5
california_housing,claritree,4,0.005,1e-05,3,5,quantile,0.0,0.7214936739697615,3710604357.050208,0.7375694248449218,0.7284076899508272,3497354092.2603545,3614244730.1903205,68562892844926.58,18.590430450439452,10.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.005,0.0001,3,5,quantile,0.0,0.7098436239654813,3866285983.2593737,0.7169059526757475,0.7076431162772397,3772196015.0471673,3890862916.2248716,69715383649949.914,18.557078742980956,6.8,mean,5,,,,,,,,5
california_housing,claritree,4,0.005,0.001,3,5,quantile,0.0,0.7011605850267392,3981287021.8179045,0.7069095769818864,0.700692054216002,3905186832.455446,3983825716.2627397,72521743924367.31,18.868301677703858,5.8,mean,5,,,,,,,,5
california_housing,claritree,4,0.005,0.01,3,5,quantile,0.0,0.6684256788455338,4417265080.559973,0.6726417275587339,0.6680080980974193,4361604261.261431,4420530192.288195,80294444170957.58,18.739000368118287,3.6,mean,5,,,,,,,,5
california_housing,claritree,4,0.005,0.1,3,5,quantile,0.0,0.6163769730674199,5110665633.624807,0.6202045334126041,0.6166203739829774,5060462102.185831,5104967351.399857,96704699725404.36,19.090233039855956,4.6,mean,5,,,,,,,,5
california_housing,claritree,4,0.008,1e-05,3,5,quantile,0.0,0.7038310454029283,3945694953.388106,0.7185814335547622,0.7099150835442094,3749870980.495687,3861105583.318757,72829106244535.7,18.43890619277954,6.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.008,0.0001,3,5,quantile,0.0,0.6989498216608468,4009986486.3914657,0.7062150128662219,0.7010064235189175,3914417286.2697525,3979866271.1708627,73444702210530.92,18.682631635665892,5.2,mean,5,,,,,,,,5
california_housing,claritree,4,0.008,0.001,3,5,quantile,0.0,0.6868057831200121,4172393729.2013693,0.6933773599098514,0.689013697516206,4085438762.688469,4139400903.2825212,75580394903348.72,18.536473417282103,4.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.008,0.01,3,5,quantile,0.0,0.658381238279545,4551525764.961226,0.6614528588584638,0.6570127461199694,4510885181.060806,4565890780.459215,82122999731335.75,18.66158366203308,2.4,mean,5,,,,,,,,5
california_housing,claritree,4,0.008,0.1,3,5,quantile,0.0,0.6195313985588372,5068861636.753166,0.6201999604540094,0.6193182008907797,5060512701.230189,5069790662.9892025,98382272792971.67,18.981251382827757,2.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.01,1e-05,3,5,quantile,0.0,0.6955015897789529,4055940263.1974425,0.7018983444539989,0.6965174877107103,3971784237.7909403,4039939080.7451577,74998524475730.53,18.486841201782227,4.6,mean,5,,,,,,,,5
california_housing,claritree,4,0.01,0.0001,3,5,quantile,0.0,0.6918976574405954,4104230677.208426,0.6950567077768534,0.6931848031682579,4063059810.0473967,4084645247.3677154,75414373265274.88,18.508402013778685,4.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.01,0.001,3,5,quantile,0.0,0.6806805356633575,4254006133.0282335,0.6812678246040784,0.6779271250535152,4246758482.9225173,4287404483.1667686,77133419150088.4,18.416226387023926,3.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.01,0.01,3,5,quantile,0.0,0.65243385630403,4630490900.122744,0.6543137724655155,0.6524777463444054,4605910078.149659,4626809255.665146,83057546678509.1,18.51346535682678,2.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.01,0.1,3,5,quantile,0.0,0.6195313985588372,5068861636.753166,0.6201999604540094,0.6193182008907797,5060512701.230189,5069790662.9892025,99253505321824.55,19.031690216064455,2.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.03,1e-05,3,5,quantile,0.0,0.6355264183337315,4855518215.202158,0.6370038422441192,0.6355089172759875,4836530793.976042,4852057310.71045,85598447608151.67,16.187942934036254,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.03,0.0001,3,5,quantile,0.0,0.6355302701348406,4855468203.284775,0.6370036138253481,0.635511117589348,4836533837.3156805,4852031260.575197,85637422203628.9,16.120086669921875,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.03,0.001,3,5,quantile,0.0,0.6355476432746373,4855248568.406374,0.6369816987385182,0.6355130964189027,4836825826.753332,4852037280.026802,86022783330584.47,15.700030422210693,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.03,0.01,3,5,quantile,0.0,0.6342431671925521,4872679473.924887,0.6353860856088057,0.6341200004553256,4858086668.220161,4870880828.57207,89512357384498.16,15.874335956573486,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.03,0.1,3,5,quantile,0.0,0.6195313985588372,5068861636.753166,0.6201999604540094,0.6193182008907797,5060512701.230189,5069790662.9892025,107965830610353.34,17.569283390045165,2.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.05,1e-05,3,5,quantile,0.0,0.6355264183337315,4855518215.202158,0.6370038422441192,0.6355089172759875,4836530793.976042,4852057310.71045,89954610252416.08,13.943520545959473,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.05,0.0001,3,5,quantile,0.0,0.6355302701348406,4855468203.284775,0.6370036138253481,0.635511117589348,4836533837.3156805,4852031260.575197,89993584847893.3,13.933089590072631,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.05,0.001,3,5,quantile,0.0,0.6355476432746373,4855248568.406374,0.6369816987385182,0.6355130964189027,4836825826.753332,4852037280.026802,90378945974848.88,13.89396390914917,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.05,0.01,3,5,quantile,0.0,0.6342431671925521,4872679473.924887,0.6353860856088057,0.6341200004553256,4858086668.220161,4870880828.57207,93868520028762.53,14.054667425155639,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.05,0.1,3,5,quantile,0.0,0.5975623429738992,5361259367.532031,0.5980433398558398,0.5973954326053643,5355690056.7881775,5360804275.998982,114090719878603.66,15.748625946044921,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.08,1e-05,3,5,quantile,0.0,0.6355264183337315,4855518215.202158,0.6370038422441192,0.6355089172759875,4836530793.976042,4852057310.71045,96488854218812.67,11.692331743240356,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.08,0.0001,3,5,quantile,0.0,0.6355302701348406,4855468203.284775,0.6370036138253481,0.635511117589348,4836533837.3156805,4852031260.575197,96527828814289.89,11.726533985137939,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.08,0.001,3,5,quantile,0.0,0.6355476432746373,4855248568.406374,0.6369816987385182,0.6355130964189027,4836825826.753332,4852037280.026802,96913189941245.47,12.508712196350098,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.08,0.01,3,5,quantile,0.0,0.6342431671925521,4872679473.924887,0.6353860856088057,0.6341200004553256,4858086668.220161,4870880828.57207,100402763995159.12,12.676652240753175,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.08,0.1,3,5,quantile,0.0,0.5975623429738992,5361259367.532031,0.5980433398558398,0.5973954326053643,5355690056.7881775,5360804275.998982,120624963845000.25,13.496830463409424,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.1,1e-05,3,5,quantile,0.0,0.6355264183337315,4855518215.202158,0.6370038422441192,0.6355089172759875,4836530793.976042,4852057310.71045,100845016863077.06,10.327784061431885,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.1,0.0001,3,5,quantile,0.0,0.6355302701348406,4855468203.284775,0.6370036138253481,0.635511117589348,4836533837.3156805,4852031260.575197,100883991458554.28,10.438784885406493,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.1,0.001,3,5,quantile,0.0,0.6355476432746373,4855248568.406374,0.6369816987385182,0.6355130964189027,4836825826.753332,4852037280.026802,101269352585509.88,11.644594144821166,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.1,0.01,3,5,quantile,0.0,0.6342431671925521,4872679473.924887,0.6353860856088057,0.6341200004553256,4858086668.220161,4870880828.57207,104758926639423.53,12.524687719345092,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.1,0.1,3,5,quantile,0.0,0.5975623429738992,5361259367.532031,0.5980433398558398,0.5973954326053643,5355690056.7881775,5360804275.998982,124981126489264.66,13.328146839141846,1.0,mean,5,,,,,,,,5
california_housing,claritree,4,0.0001,1e-05,3,5,quantile,0.0,0.0019834306950030447,39640920.78522448,0.0021678524118102574,0.006962892893301544,29178181.335383687,110621068.50648755,463719976859.42194,0.18375788645694516,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.0001,3,5,quantile,0.0,0.0024009274899666356,30420851.015576392,0.0035593459560256347,0.006218399803740765,40007975.91737379,92116506.97955468,440200139692.167,0.427101521324249,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.001,3,5,quantile,0.0,0.002669722584649943,38469223.42972719,0.003064076894225228,0.007053233521845154,23968016.277240675,61948178.12594523,368669941309.4256,0.25604346739289924,0.547722557505166,std,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.01,3,5,quantile,0.0,0.0023547069361207072,24558849.094360314,0.002843844626179422,0.006947514379072698,11063679.750907423,78297297.94756058,248138280437.14804,0.11618599981276109,0.547722557505166,std,5,,,,,,,,5
california_housing,claritree,4,0.0001,0.1,3,5,quantile,0.0,0.002789371585421147,44155258.033178285,0.0023619779179685665,0.008680531397056835,22267111.07176407,72224491.26034063,412839644509.1813,0.15716318578257585,0.44721359549995787,std,5,,,,,,,,5
california_housing,claritree,4,0.0005,1e-05,3,5,quantile,0.0,0.0019834306950030447,39640920.78522448,0.0021678524118102574,0.006962892893301544,29178181.335383687,110621068.50648755,469428973037.0672,0.17539048890457593,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.0001,3,5,quantile,0.0,0.0024009274899666356,30420851.015576392,0.0035593459560256347,0.006218399803740765,40007975.91737379,92116506.97955468,442685957534.7475,0.4414619486296574,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.001,3,5,quantile,0.0,0.0027367514374272966,41020547.82287391,0.002942797939903582,0.007464845766501571,25425383.057088677,56209214.54718239,380033109922.2825,0.3926262089491189,0.5477225575051662,std,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.01,3,5,quantile,0.0,0.0034701560565833563,38316628.51551507,0.002958591126007762,0.00682500843854893,9546583.125954958,76883150.07334691,292104290475.32416,0.34908014917011315,0.5477225575051662,std,5,,,,,,,,5
california_housing,claritree,4,0.0005,0.1,3,5,quantile,0.0,0.003160849458865384,52370576.07191156,0.0021351745504583903,0.009507940824276324,22999135.63101356,66974381.073070884,420709461359.4946,0.29003123600169844,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.001,1e-05,3,5,quantile,0.0,0.00183329374875305,34969406.556434706,0.0021678524118102574,0.006962892893301544,29178181.335383687,110621068.50648755,476848791783.315,0.24872026676844403,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.001,0.0001,3,5,quantile,0.0,0.003317023602033196,35624775.57774098,0.0035862643894962144,0.0061168318296848,31005749.17685513,98119586.51547511,185862435411.71497,0.2508342014537135,0.8366600265340757,std,5,,,,,,,,5
california_housing,claritree,4,0.001,0.001,3,5,quantile,0.0,0.0029206379066813,44297699.06299011,0.0025736791999311183,0.007728324219476424,25179154.001990236,56664788.11600086,449419929059.7412,0.31111543279020487,0.547722557505166,std,5,,,,,,,,5
california_housing,claritree,4,0.001,0.01,3,5,quantile,0.0,0.004504765571037002,55724433.04227217,0.00261097023292843,0.00639385085517778,21983629.355496746,71076844.46442422,300196261191.6449,0.4958572925381179,1.51657508881031,std,5,,,,,,,,5
california_housing,claritree,4,0.001,0.1,3,5,quantile,0.0,0.001946361249618554,22074848.521857064,0.0020593304626512557,0.008868380324465065,21760535.4009923,70033639.64151184,439111681266.67456,0.3142366227454595,0.44721359549995776,std,5,,,,,,,,5
california_housing,claritree,4,0.003,1e-05,3,5,quantile,0.0,0.0021915115337591737,49852476.04092071,0.002972158247811642,0.0032217735802331643,29479015.178991634,117467890.2947499,348326459594.4205,0.3380948479738254,0.44721359549995776,std,5,,,,,,,,5
california_housing,claritree,4,0.003,0.0001,3,5,quantile,0.0,0.002497097979729089,34078075.04629993,0.0034574243335494365,0.007992561951674753,37748607.11439181,126078970.94381198,293301100066.00745,0.3809222584401925,0.8366600265340755,std,5,,,,,,,,5
california_housing,claritree,4,0.003,0.001,3,5,quantile,0.0,0.003100324994944989,39557787.656758055,0.001167451675266622,0.009500694385846055,25694092.149539236,60075492.12154616,487280435399.6163,0.2807162436668138,0.44721359549995787,std,5,,,,,,,,5
california_housing,claritree,4,0.003,0.01,3,5,quantile,0.0,0.006447344783104684,51213168.58309913,0.0074146894570903,0.010251982735649643,85099205.88409215,147171232.4560582,181532464794.29828,0.27864259128874486,0.8944271909999159,std,5,,,,,,,,5
california_housing,claritree,4,0.003,0.1,3,5,quantile,0.0,0.0015861632476959044,35413354.879274175,0.002348284417118459,0.006316360951204572,32418722.08791782,95651496.48183192,536610702435.864,0.19693057579709172,0.44721359549995815,std,5,,,,,,,,5
california_housing,claritree,4,0.005,1e-05,3,5,quantile,0.0,0.0036019622426237104,56965152.44577657,0.009733404508370569,0.010969809002100726,150692215.0576774,37956515.38144333,631755478322.0536,0.27369730197530784,1.5811388300841898,std,5,,,,,,,,5
california_housing,claritree,4,0.005,0.0001,3,5,quantile,0.0,0.0013860749356756743,34234708.499455854,0.006986118436958492,0.011293410589001967,102659552.27615432,46041301.92268413,252831906743.0745,0.30459908591829854,1.0954451150103321,std,5,,,,,,,,5
california_housing,claritree,4,0.005,0.001,3,5,quantile,0.0,0.003944121327305345,54194288.47718677,0.004425498095782861,0.010714984325078154,59003566.02300971,57903577.979445,316754710810.4304,0.32350197976745665,0.44721359549995787,std,5,,,,,,,,5
california_housing,claritree,4,0.005,0.01,3,5,quantile,0.0,0.0062721459900619125,63643986.99840837,0.004064546398221027,0.008240645085382982,31761005.793614272,97061874.10584968,233295334100.0077,0.20378040087623073,0.5477225575051661,std,5,,,,,,,,5
california_housing,claritree,4,0.005,0.1,3,5,quantile,0.0,0.002013633302682682,49213372.583366945,0.0017773258965738065,0.00785709711696825,23550788.65520178,100355495.77664404,495760611106.8488,0.24251832183677968,1.3416407864998738,std,5,,,,,,,,5
california_housing,claritree,4,0.008,1e-05,3,5,quantile,0.0,0.004989945602105192,66409548.34714423,0.003323694344444248,0.009488590080882306,61602684.14676416,18623229.01072973,482724313012.5604,0.5939671679330061,0.5477225575051662,std,5,,,,,,,,5
california_housing,claritree,4,0.008,0.0001,3,5,quantile,0.0,0.003090570506583035,32166980.11287299,0.003104234758358243,0.011137089622921087,38027499.94231548,82305485.5629226,366819682649.97784,0.3475133163891472,0.44721359549995804,std,5,,,,,,,,5
california_housing,claritree,4,0.008,0.001,3,5,quantile,0.0,0.0013470657992098588,19593320.19798778,0.00261842969123183,0.010309036728593108,25569696.645959686,41772713.77914331,256705799688.82172,0.3437153776148478,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.008,0.01,3,5,quantile,0.0,0.004401591921793602,54358398.99887751,0.009012500160744305,0.012420291926426697,121300674.41073519,115226888.9098697,213273915529.17404,0.10082565377947902,0.5477225575051661,std,5,,,,,,,,5
california_housing,claritree,4,0.008,0.1,3,5,quantile,0.0,0.0017034625921403944,20342525.643215574,0.0017374076150402894,0.005003841812456468,19961509.80606124,114437361.21665005,570731352778.5348,0.24227169771917423,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.01,1e-05,3,5,quantile,0.0,0.003527911579031073,39873403.24201982,0.006044934559190886,0.01143553830585322,68609517.93025582,104321591.37667964,230935312409.10165,0.1226442120630829,0.5477225575051662,std,5,,,,,,,,5
california_housing,claritree,4,0.01,0.0001,3,5,quantile,0.0,0.0035472162642878474,31595695.774582878,0.001985832475917261,0.008437278504215466,10053580.841308935,60634528.09756982,215437650513.96945,0.322256437969255,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.01,0.001,3,5,quantile,0.0,0.002260516482335777,34932216.934046105,0.002333640009744677,0.00919652966827366,7290763.51415201,35513463.85149846,210436377605.8105,0.3413750409295673,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.01,0.01,3,5,quantile,0.0,0.002755367949720839,19419894.340136964,0.002449851958368062,0.008221681113736036,14123512.317964667,58308540.67077771,276168604581.84283,0.2268236054712753,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.01,0.1,3,5,quantile,0.0,0.0017034625921403944,20342525.643215574,0.0017374076150402894,0.005003841812456468,19961509.80606124,114437361.21665005,577739337960.964,0.20084964567275798,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.03,1e-05,3,5,quantile,0.0,0.002898245858413719,17484764.73541592,0.0026939738713556587,0.010607723096270196,11747100.319548542,49933325.42916614,221771317712.19354,0.5741187415648981,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.03,0.0001,3,5,quantile,0.0,0.002897222790370497,17447472.477329303,0.0026939752159640435,0.010594335445931623,11747046.20803866,49813003.14071888,221669490724.72314,0.661947740067634,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.03,0.001,3,5,quantile,0.0,0.0028874249084179806,17091090.83340256,0.002694062841101575,0.010462725705450676,11742014.315693231,48693320.24213137,220868835626.78864,0.41999925889612194,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.03,0.01,3,5,quantile,0.0,0.002801921071540795,14526613.195543587,0.0026841420777400276,0.00939932842107089,11440932.621169262,45137119.932039656,230091790341.1436,0.24640612960591818,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.03,0.1,3,5,quantile,0.0,0.0017034625921403944,20342525.643215574,0.0017374076150402894,0.005003841812456468,19961509.80606124,114437361.21665005,647918520134.5563,0.1523525891596665,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.05,1e-05,3,5,quantile,0.0,0.002898245858413719,17484764.73541592,0.0026939738713556587,0.010607723096270196,11747100.319548542,49933325.42916614,245602142275.86096,0.6920887777230325,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.05,0.0001,3,5,quantile,0.0,0.002897222790370497,17447472.477329303,0.0026939752159640435,0.010594335445931623,11747046.20803866,49813003.14071888,245581267660.0016,0.5488827879291333,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.05,0.001,3,5,quantile,0.0,0.0028874249084179806,17091090.83340256,0.002694062841101575,0.010462725705450676,11742014.315693231,48693320.24213137,245572230212.77438,0.2245070591561916,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.05,0.01,3,5,quantile,0.0,0.002801921071540795,14526613.195543587,0.0026841420777400276,0.00939932842107089,11440932.621169262,45137119.932039656,260507897962.58408,0.10364901484431248,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.05,0.1,3,5,quantile,0.0,0.0022501134179714337,16564952.997793492,0.002292839772787053,0.00847383182311068,15292274.899303192,97888131.55587883,518157489572.5534,0.12456855980928203,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.08,1e-05,3,5,quantile,0.0,0.002898245858413719,17484764.73541592,0.0026939738713556587,0.010607723096270196,11747100.319548542,49933325.42916614,285904151591.8111,0.7212620872471255,0.0,std,5,,,,,,,,5
california_housing,claritree,4,0.08,0.0001,3,5,quantile,0.0,0.002897222790370497,17447472.477329303,0.0026939752159640435,0.010594335445931623,11747046.20803866,49813003.14071888,285977765040.2422,0.6528175267928344,0.0,std,5,,,,,,,,5
