dataset,method,depth,lambda,kappa,cv_folds,thresholds_strategy,min_leaf_node_size,threshold_label,val_r2,val_mse,train_r2,test_r2,train_mse,test_mse,loss,train_time_s,n_leaves,outer,n_outer_merged,n_thresholds,cost_complexity,ridge_penalty,lasso_penalty,pilot_grid_index,pilot_target_complexity,pilot_min_sample_leaf,pilot_min_sample_split
airfoil,claritree,4,0.008,0.01,3,quantile,0.0,full,0.7922139535635256,9.851486591320882,0.8308819612552801,0.8033131502771594,8.041225938618418,9.40085185021361,15392.802626917915,1.7581625938415528,8.4,mean,5,,,,,,,,
airfoil,claritree,4,0.008,0.1,3,quantile,0.0,full,0.7183854304045737,13.342236866437986,0.7629012655595444,0.7256873943268929,11.277714971963734,13.05621861398345,21916.43212498577,1.7644643306732177,8.4,mean,5,,,,,,,,
airfoil,claritree,4,0.01,1e-05,3,quantile,0.0,full,0.8412335730967279,7.560458411298865,0.8876422670059976,0.8578999679687085,5.338140932081574,6.7676060625286585,11409.019525249034,1.6500960350036622,8.4,mean,5,,,,,,,,
airfoil,claritree,4,0.01,0.0001,3,quantile,0.0,full,0.8381548058889997,7.693290246397058,0.8696358910086909,0.8488847211796828,6.199730731885087,7.1962084451970325,12169.419607963693,1.6499491214752198,7.2,mean,5,,,,,,,,
airfoil,claritree,4,0.01,0.001,3,quantile,0.0,full,0.8164859109516762,8.713581893411817,0.853825374698659,0.8252943642090299,6.9494079327583025,8.348036298182262,13533.54853902534,1.6891680240631104,7.8,mean,5,,,,,,,,
airfoil,claritree,4,0.01,0.01,3,quantile,0.0,full,0.7843331422129484,10.224094809128946,0.8120761897685268,0.7886019036465892,8.937890587638892,10.081450235702036,16237.580726493688,1.746317195892334,7.0,mean,5,,,,,,,,
airfoil,claritree,4,0.01,0.1,3,quantile,0.0,full,0.7217365580595546,13.192843161279779,0.7535515320491359,0.7130734336276763,11.722045608876623,13.646430601523866,22780.21053145467,1.753162956237793,7.0,mean,5,,,,,,,,
airfoil,claritree,4,0.03,1e-05,3,quantile,0.0,full,0.7917618237467954,9.857938478083083,0.8327845535751635,0.7945818938260076,7.944586169918222,9.810513122047599,18900.55047673403,1.3494444847106934,5.4,mean,5,,,,,,,,
airfoil,claritree,4,0.03,0.0001,3,quantile,0.0,full,0.788028407589038,10.04724841965494,0.8152678704483062,0.7753332328691723,8.785946165135432,10.685508198159425,19332.269753876782,1.405877447128296,5.0,mean,5,,,,,,,,
airfoil,claritree,4,0.03,0.001,3,quantile,0.0,full,0.7729831021276702,10.766902399541783,0.7898709035987378,0.7486729014502949,9.994885441865218,11.946131566552975,20011.231638101737,1.4947806358337403,4.4,mean,5,,,,,,,,
airfoil,claritree,4,0.03,0.01,3,quantile,0.0,full,0.7430411659366567,12.195504551708861,0.7658803639647657,0.7430518665967157,11.134379115109878,12.223707125620908,22132.877430443397,1.5757972240447997,4.2,mean,5,,,,,,,,
airfoil,claritree,4,0.03,0.1,3,quantile,0.0,full,0.6581574222315526,16.24615848266573,0.6690937618552055,0.6480077383962382,15.73344343417286,16.75345559435672,28906.65937651142,1.6790005683898925,3.0,mean,5,,,,,,,,
airfoil,claritree,4,0.05,1e-05,3,quantile,0.0,full,0.7261332947979541,13.005183271404889,0.7397226166927052,0.7274544649047593,12.379418903684778,12.949594366169682,23475.64635561863,1.013478660583496,3.0,mean,5,,,,,,,,
airfoil,claritree,4,0.05,0.0001,3,quantile,0.0,full,0.7227666166657324,13.162859534917942,0.7395982786748884,0.7273604402754585,12.385316113757558,12.954924388456302,23585.6062496789,1.0274237632751464,3.0,mean,5,,,,,,,,
airfoil,claritree,4,0.05,0.001,3,quantile,0.0,full,0.7232439842224465,13.154136369497957,0.7343748588526123,0.720488680347963,12.632856280540711,13.292180678540607,24276.139308221376,1.0690539360046387,3.0,mean,5,,,,,,,,
airfoil,claritree,4,0.05,0.01,3,quantile,0.0,full,0.6542917184910548,16.418757060163408,0.659228897583385,0.646391890574346,16.206585165213607,16.80807735926381,25976.379744202233,1.2812734127044678,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.05,0.1,3,quantile,0.0,full,0.62658006896219,17.730861732189318,0.6361843370015937,0.628770144494026,17.30270195787073,17.665029259033865,31376.38088001494,1.5442679882049561,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.08,1e-05,3,quantile,0.0,full,0.6704500314867682,15.64837728134159,0.6936576662505363,0.6741930466790624,14.584721552632761,15.432436664568616,28504.212845817558,0.7320515632629394,2.4,mean,5,,,,,,,,
airfoil,claritree,4,0.08,0.0001,3,quantile,0.0,full,0.6590837674709479,16.16998597692944,0.6610869648908997,0.6470811956701071,16.118606126777866,16.772147283588925,28542.053547008418,0.732563829421997,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.08,0.001,3,quantile,0.0,full,0.6452107269702816,16.84006793315489,0.6609849370359713,0.6471800312981678,16.123433382352154,16.767882250348723,28639.912714427843,0.7406915187835693,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.08,0.01,3,quantile,0.0,full,0.6454596795236606,16.83102831236092,0.659228897583385,0.646391890574346,16.206585165213607,16.80807735926381,29407.46916614171,0.8407052040100098,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.08,0.1,3,quantile,0.0,full,0.62658006896219,17.730861732189318,0.6361843370015937,0.628770144494026,17.30270195787073,17.665029259033865,34807.47030195442,1.3361262321472167,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.1,1e-05,3,quantile,0.0,full,0.6410749815070972,17.035001676079546,0.661088391326091,0.6470598631182873,16.11853863857117,16.773118485618046,30819.04311393283,0.6171085834503174,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.1,0.0001,3,quantile,0.0,full,0.6412090252239734,17.028762545416566,0.6610869648908997,0.6470811956701071,16.118606126777866,16.772147283588925,30829.446494968062,0.6100738525390625,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.1,0.001,3,quantile,0.0,full,0.6452107269702816,16.84006793315489,0.6609849370359713,0.6471800312981678,16.123433382352154,16.767882250348723,30927.305662387495,0.6126552581787109,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.1,0.01,3,quantile,0.0,full,0.6454596795236606,16.83102831236092,0.659228897583385,0.646391890574346,16.206585165213607,16.80807735926381,31694.862114101357,0.6686490535736084,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.1,0.1,3,quantile,0.0,full,0.5991747396428284,19.024624759733847,0.6361843370015937,0.628770144494026,17.30270195787073,17.665029259033865,37094.863249914066,1.1747842311859131,2.0,mean,5,,,,,,,,
airfoil,claritree,4,0.0001,1e-05,3,quantile,0.0,full,0.014620963990985825,0.7210033802328732,0.004493738951086653,0.013567680017460216,0.19359889055251972,0.7229673379351217,257.7966310512583,0.15824743325766719,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0001,0.0001,3,quantile,0.0,full,0.01532787608805812,0.7531613614301507,0.0046263311501296926,0.007252085454800559,0.22496846882956978,0.3740754161419388,268.80256660885243,0.12387702204001556,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0001,0.001,3,quantile,0.0,full,0.009151528982574559,0.47939220511594943,0.004570663499931928,0.019376389980197906,0.2462059910089975,0.8709712497235449,289.15871173497067,0.16598081363887998,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0001,0.01,3,quantile,0.0,full,0.018626755114396015,0.8393741633049144,0.005621383480847359,0.021145583195776224,0.26474711088574515,1.3109617441970376,425.2397392309897,0.13212439574380935,0.7071067811865476,std,5,,,,,,,,
airfoil,claritree,4,0.0001,0.1,3,quantile,0.0,full,0.021776622443493373,1.087249185220886,0.012420808609956134,0.025015773106340077,0.6763343383447877,1.6613904146435956,437.0783815279388,0.08924847267444574,0.8944271909999159,std,5,,,,,,,,
airfoil,claritree,4,0.0005,1e-05,3,quantile,0.0,full,0.01467214764090751,0.7055804050732858,0.004493738951086653,0.013567680017460216,0.19359889055251972,0.7229673379351217,255.94567165378638,0.15841846170661308,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0005,0.0001,3,quantile,0.0,full,0.0158252032461799,0.7604091993075633,0.0046263311501296926,0.007252085454800559,0.22496846882956978,0.3740754161419388,269.97798436552296,0.12318421418280305,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0005,0.001,3,quantile,0.0,full,0.00946378296412309,0.4696487319984288,0.004570663499931928,0.019376389980197906,0.2462059910089975,0.8709712497235449,291.1718696907782,0.1670674449707799,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0005,0.01,3,quantile,0.0,full,0.01865500836308953,0.8508225411388182,0.005621383480847359,0.021145583195776224,0.26474711088574515,1.3109617441970376,434.36952054622105,0.13265274895247775,0.7071067811865476,std,5,,,,,,,,
airfoil,claritree,4,0.0005,0.1,3,quantile,0.0,full,0.02144154143994037,1.063371233434124,0.02005572789936605,0.03126162204152171,1.0015162752611821,1.910621746605928,365.8483784949248,0.10916529182864303,1.6733200530681511,std,5,,,,,,,,
airfoil,claritree,4,0.001,1e-05,3,quantile,0.0,full,0.014693416703909534,0.7057640327323595,0.004493738951086653,0.013567680017460216,0.19359889055251972,0.7229673379351217,253.81065975270184,0.15664134966514756,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.001,0.0001,3,quantile,0.0,full,0.013559906707856144,0.6532586363477129,0.0046263311501296926,0.007252085454800559,0.22496846882956978,0.3740754161419388,271.62480864219424,0.10420501600832965,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.001,0.001,3,quantile,0.0,full,0.008621889800923729,0.44395145027083793,0.00422053994069926,0.024435932609440443,0.21334156966348228,1.251392607028389,283.83872130740343,0.16622917313560967,0.44721359549995776,std,5,,,,,,,,
airfoil,claritree,4,0.001,0.01,3,quantile,0.0,full,0.017830795364266117,0.8127191370935909,0.005772367999653637,0.019312434118195155,0.2947892099382794,1.231144272537765,433.5146352292038,0.17521297102165,0.8944271909999157,std,5,,,,,,,,
airfoil,claritree,4,0.001,0.1,3,quantile,0.0,full,0.02239086705417419,1.1077364704710178,0.02086961641561932,0.030332418623487144,1.0370478134789507,1.870343811923968,363.9390093300596,0.10881517073975541,1.51657508881031,std,5,,,,,,,,
airfoil,claritree,4,0.003,1e-05,3,quantile,0.0,full,0.014760876087687948,0.7700074270795725,0.003881239311585368,0.013505081823269987,0.1355907723733541,0.7195717004727135,244.54951508821136,0.1192237964163874,1.140175425099138,std,5,,,,,,,,
airfoil,claritree,4,0.003,0.0001,3,quantile,0.0,full,0.012448013424364648,0.6264720090445747,0.007268733734652041,0.010691764477681043,0.32013429996594334,0.3862348541249899,331.4106366130719,0.13208497395815338,1.140175425099138,std,5,,,,,,,,
airfoil,claritree,4,0.003,0.001,3,quantile,0.0,full,0.012746500941463509,0.6355980732598803,0.0038462645274367547,0.023511431037725804,0.17951068723572716,1.216371512720939,278.283069515259,0.15231993722261478,0.5477225575051662,std,5,,,,,,,,
airfoil,claritree,4,0.003,0.01,3,quantile,0.0,full,0.016906813400396695,0.8285552484069378,0.005577846203246017,0.021399693799778994,0.31948561969796896,1.2655004251207869,291.0271669215537,0.09585093890690025,0.7071067811865476,std,5,,,,,,,,
airfoil,claritree,4,0.003,0.1,3,quantile,0.0,full,0.027958857763486035,1.2991174959407294,0.0060220129983620755,0.023945490202671848,0.3762436878872406,1.6971498346357006,327.6367900055837,0.041366813653401814,1.1401754250991376,std,5,,,,,,,,
airfoil,claritree,4,0.005,1e-05,3,quantile,0.0,full,0.023087219803161436,1.1587943255236348,0.007485723878044075,0.011643217927951886,0.34843316879642894,0.6484948355615839,480.3430504238661,0.050843622629846305,1.3416407864998738,std,5,,,,,,,,
airfoil,claritree,4,0.005,0.0001,3,quantile,0.0,full,0.01504998166079521,0.7523424344484927,0.011230968776973896,0.008576386644942962,0.521449625699746,0.46848069704971906,263.49926052278033,0.041206533708093775,1.4142135623730951,std,5,,,,,,,,
airfoil,claritree,4,0.005,0.001,3,quantile,0.0,full,0.013933401774418453,0.7206306893713522,0.009595192173358415,0.019685151860482916,0.47552104628987607,1.1817031319785143,288.72585669543264,0.09979654950551856,1.140175425099138,std,5,,,,,,,,
airfoil,claritree,4,0.005,0.01,3,quantile,0.0,full,0.014273901111158728,0.697593659147003,0.007191167013935368,0.031538430320758704,0.28890759319544196,1.944801676528575,272.2181378399297,0.06553717875845452,0.44721359549995804,std,5,,,,,,,,
airfoil,claritree,4,0.005,0.1,3,quantile,0.0,full,0.018396415000724427,0.8999775716101088,0.006376564726712957,0.025029377292790315,0.43218182221556856,1.6752859583464046,404.83019192969414,0.035838740655629565,1.1401754250991378,std,5,,,,,,,,
airfoil,claritree,4,0.008,1e-05,3,quantile,0.0,full,0.01434555080889448,0.7341540645714896,0.006848125781981213,0.007265609930628504,0.26047010545365834,0.5373977754322659,231.3528260217854,0.06400797400047262,0.7071067811865476,std,5,,,,,,,,
airfoil,claritree,4,0.008,0.0001,3,quantile,0.0,full,0.01989939475058851,0.9448690769530443,0.004448002262665724,0.015995395380608166,0.1250705782578894,0.9654077804217174,220.3993520348399,0.05589128545902589,0.5477225575051662,std,5,,,,,,,,
airfoil,claritree,4,0.008,0.001,3,quantile,0.0,full,0.01587303937298913,0.781929417504634,0.005718998707716726,0.02360433480842589,0.21717764368809625,1.555445156003473,289.09388883970996,0.05296036456178285,0.5477225575051662,std,5,,,,,,,,
airfoil,claritree,4,0.008,0.01,3,quantile,0.0,full,0.014786912673132334,0.7351360524018921,0.0077705116777069165,0.024745072072457255,0.34147985457981356,1.7074811446483191,297.8171383057191,0.035378512682247926,0.547722557505166,std,5,,,,,,,,
airfoil,claritree,4,0.008,0.1,3,quantile,0.0,full,0.022099999717545765,1.0091875467280222,0.012586315347167937,0.020291530392527547,0.6613510539246317,1.4811944312341274,364.0352175494901,0.03521846907710602,0.5477225575051662,std,5,,,,,,,,
airfoil,claritree,4,0.01,1e-05,3,quantile,0.0,full,0.021075434164270882,1.0374675486620886,0.009358235715563537,0.009321578529038272,0.3604892816137271,0.7696285032919541,295.69295182878,0.03464535761442422,0.8944271909999157,std,5,,,,,,,,
airfoil,claritree,4,0.01,0.0001,3,quantile,0.0,full,0.01985210675431023,0.9552989228707738,0.003340108793762277,0.018736783312589562,0.17754445531908017,1.1086015504493547,264.61229367889496,0.022684765334353176,0.44721359549995787,std,5,,,,,,,,
airfoil,claritree,4,0.01,0.001,3,quantile,0.0,full,0.016500350228179732,0.8220457560503827,0.006598947861261,0.025312596501309702,0.25728608012515375,1.6612649914585247,314.798753743145,0.04382951395446711,0.44721359549995787,std,5,,,,,,,,
airfoil,claritree,4,0.01,0.01,3,quantile,0.0,full,0.012693788673529912,0.6548693944226461,0.0029118813388836324,0.02267983010542608,0.22509513076247545,1.5273651407678643,356.993409161089,0.03496296607483909,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.01,0.1,3,quantile,0.0,full,0.016370609181128374,0.7722423308619814,0.008511251392889354,0.02120222517805145,0.4877639442392271,1.4084091976284867,329.3242269345522,0.03211935314256084,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.03,1e-05,3,quantile,0.0,full,0.014346115727058302,0.5684241363935205,0.01929138149790085,0.031033622811487645,0.8385397696839985,1.8643046260892104,390.97683375445706,0.08306844189296506,0.5477225575051663,std,5,,,,,,,,
airfoil,claritree,4,0.03,0.0001,3,quantile,0.0,full,0.012315416807019315,0.5522617656623681,0.005521477692394047,0.018142576075296443,0.3108945177251356,1.1462883181663794,430.55372850593767,0.11085942724979128,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.03,0.001,3,quantile,0.0,full,0.011618432457185562,0.49659279836370296,0.017618746048287268,0.02999126612653523,0.8759537813086871,1.6151695884517285,420.95374670941663,0.02880750930192393,0.547722557505166,std,5,,,,,,,,
airfoil,claritree,4,0.03,0.01,3,quantile,0.0,full,0.011230932486559972,0.5362904361540791,0.014130484457342529,0.025095101636842077,0.6949013291921342,1.5119764889600578,434.9149280472022,0.02324138508530101,0.44721359549995787,std,5,,,,,,,,
airfoil,claritree,4,0.03,0.1,3,quantile,0.0,full,0.010444213837535406,0.48273505569263037,0.03034293721318367,0.03819688367847009,1.4017395053145527,2.3154865934439433,442.1101997431157,0.040671763195391335,1.0,std,5,,,,,,,,
airfoil,claritree,4,0.05,1e-05,3,quantile,0.0,full,0.01660464032099003,0.8864544135569775,0.009947394617249979,0.038585762689029794,0.5420957827595896,1.9553129302352896,731.5294480426696,0.04715034786252079,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.05,0.0001,3,quantile,0.0,full,0.01622399519388748,0.8612468417288027,0.009947341581901248,0.03852853180673751,0.5416470198063378,1.9604645720361602,721.1158992742196,0.04339190754260381,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.05,0.001,3,quantile,0.0,full,0.007747369303182355,0.4724009823775537,0.010237812733887965,0.034215604198882435,0.5291593210687522,1.8732444737399618,659.8829887849682,0.04071846999980818,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.05,0.01,3,quantile,0.0,full,0.00824941982589658,0.6121874266719943,0.006108729539177959,0.02052958279075136,0.3882745981432825,1.3835729080342507,520.2359867600495,0.03357906410455718,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.05,0.1,3,quantile,0.0,full,0.008706410031169981,0.5838680062377887,0.006211182181536018,0.019551188695990537,0.41124240641639953,1.6679430073630408,577.2233642331904,0.028903510597752494,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.08,1e-05,3,quantile,0.0,full,0.033057466372487965,1.7445628231643038,0.04905350193109405,0.03313689673256277,2.458063522447043,1.1827231666012235,671.3395076532879,0.02238626889824288,0.5477225575051661,std,5,,,,,,,,
airfoil,claritree,4,0.08,0.0001,3,quantile,0.0,full,0.015278898261854948,0.8604855631888574,0.007218550163135516,0.021633720862092497,0.4468028562832996,1.3687426973064223,639.4886694448608,0.021465465516914976,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.08,0.001,3,quantile,0.0,full,0.008705673487214004,0.6074963277767108,0.007140005401553996,0.021307477580808958,0.442809400733369,1.3643396283756475,618.5499513774181,0.019564972903556126,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.08,0.01,3,quantile,0.0,full,0.008338448916365426,0.5903134163964283,0.006108729539177959,0.02052958279075136,0.3882745981432825,1.3835729080342507,564.6135787399635,0.02415541095015586,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.08,0.1,3,quantile,0.0,full,0.008706410031169981,0.5838680062377887,0.006211182181536018,0.019551188695990537,0.41124240641639953,1.6679430073630408,623.942567762766,0.023404774376903997,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.1,1e-05,3,quantile,0.0,full,0.007417373480263747,0.5275389594930674,0.0072196735235468545,0.021679139569759174,0.44685962710029836,1.3696536962132946,671.1055544889733,0.017695909073446398,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.1,0.0001,3,quantile,0.0,full,0.007442710502851273,0.5292970554563288,0.007218550163135516,0.021633720862092497,0.4468028562832996,1.3687426973064223,668.5573485138133,0.017393623069244656,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.1,0.001,3,quantile,0.0,full,0.008705673487214004,0.6074963277767108,0.007140005401553996,0.021307477580808958,0.442809400733369,1.3643396283756475,647.9783837907086,0.01251591864575473,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.1,0.01,3,quantile,0.0,full,0.008338448916365426,0.5903134163964283,0.006108729539177959,0.02052958279075136,0.3882745981432825,1.3835729080342507,595.2871555569457,0.012472845047369405,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.1,0.1,3,quantile,0.0,full,0.04694539353073491,2.4666155958938107,0.006211182181536018,0.019551188695990537,0.41124240641639953,1.6679430073630408,655.8955468071903,0.036418636996697736,0.0,std,5,,,,,,,,
airfoil,claritree,4,0.0001,1e-05,3,quantile,0.0,full,0.8749345197750309,5.9436415948774854,0.928575515545597,0.886363543541299,3.395546615547061,5.404222456075381,4387.798986075164,1.5991262912750244,16.0,best_by_mean_val_r2,5,,,,,,,,
auction,claritree,4,0.0001,1e-05,3,quantile,0.0,full,0.9440551244834655,6028902.049611578,0.9546577009353822,0.9531597145635423,4886792.56778132,5042154.613978254,8197082929.345789,0.9433207988739014,10.4,mean,5,,,,,,,,
auction,claritree,4,0.0001,0.0001,3,quantile,0.0,full,0.9431259890660606,6135591.066569706,0.9546235168736183,0.9530887941205677,4890441.664072237,5050714.951505596,8434717358.086461,0.942343282699585,10.4,mean,5,,,,,,,,
auction,claritree,4,0.0001,0.001,3,quantile,0.0,full,0.938421217461413,6604640.737091244,0.9522430729946683,0.9448013362113427,5135552.449144018,5918106.440461505,10096252890.34699,0.9669880390167236,11.2,mean,5,,,,,,,,
auction,claritree,4,0.0001,0.01,3,quantile,0.0,full,0.9202552915624279,8630829.290634595,0.9389737643546086,0.9337435597004881,6566828.236182625,7122168.415305418,12037177252.666449,0.996204948425293,11.4,mean,5,,,,,,,,
