dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_3,streed,5,0.1,3,20,20,0.8745999346395394,0.004137761210855183,0.00621342658996582,0.004004197873871011,0.8794059913581309,0.0038804971691672294,0.8688729217582376,3
synch,outer_3,streed,5,0.08,3,20,20,0.8745999346395394,0.004137761210855183,0.00427699089050293,0.004004197873871011,0.8794059913581309,0.0038804971691672294,0.8688729217582376,3
synch,outer_3,streed,5,0.05,3,20,20,0.8745999346395394,0.004137761210855183,0.0043680667877197266,0.004004197873871011,0.8794059913581309,0.0038804971691672294,0.8688729217582376,3
synch,outer_3,streed,5,0.03,3,20,20,0.9163015218213199,0.0027606241673704874,0.00475621223449707,0.0025553568985757307,0.9230405835034345,0.0020237198586888004,0.9316158572777304,4
synch,outer_3,streed,5,0.01,3,20,20,0.9163015218213199,0.0027606241673704874,0.004936933517456055,0.0025553568985757307,0.9230405835034345,0.0020237198586888004,0.9316158572777304,4
synch,outer_3,streed,5,0.008,3,20,20,0.9687429727900985,0.0010208927642820693,0.012990951538085938,0.0008722737931600313,0.9737298213864929,0.0009626223477501275,0.9674717309643629,7
synch,outer_3,streed,5,0.005,3,20,20,0.9775414651726685,0.0007395199149992177,0.012473583221435547,0.0006558327590356225,0.9802483533776257,0.0007976052801323538,0.9730478736577965,8
synch,outer_3,streed,5,0.003,3,20,20,0.9775414651726685,0.0007395199149992177,0.012569904327392578,0.0006558327590356225,0.9802483533776257,0.0007976052801323538,0.9730478736577965,8
synch,outer_3,streed,5,0.001,3,20,20,0.9908382882834043,0.0003032447304856557,0.06978654861450195,0.0003161652377627221,0.9904780845962148,0.00033466005948882296,0.9886913985780844,12
synch,outer_3,streed,5,0.0005,3,20,20,0.992991776972762,0.00023325236009414003,0.06906580924987793,0.00020605671281697323,0.9937942115277778,0.00018341407690777956,0.9938021982841728,16
synch,outer_3,streed,5,0.0001,3,20,20,0.9955129237562788,0.00014960443212907578,0.3928720951080322,0.00010069458068812939,0.9969673918432121,0.00011542853913727213,0.996099518586678,25
