dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_2,guide,5,2.0,3,20,20,quantile,1,0.4403937,5.464251,0.6824,5.37164,0.4503,5.541597,0.4144867,2
temperature_max,outer_2,guide,5,4.0,3,20,20,quantile,1,0.6257250666666666,3.653219333333334,0.68587,3.579279,0.6337,3.802394,0.5982472,4
temperature_max,outer_2,guide,5,6.0,3,20,20,quantile,1,0.6649204999999999,3.271428666666667,0.68553,3.195316,0.673,3.421527,0.6384889,6
temperature_max,outer_2,guide,5,8.0,3,20,20,quantile,1,0.6858884999999999,3.066504,0.68542,2.992392,0.6938,3.141103,0.6681178,8
temperature_max,outer_2,guide,5,10.0,3,20,20,quantile,1,0.6969158666666666,2.959552,0.68642,2.917635,0.7014,3.09718,0.6727587,9
temperature_max,outer_2,guide,5,12.0,3,20,20,quantile,1,0.7046168,2.8832426666666664,0.68658,2.7969,0.7138,2.982505,0.684875,12
temperature_max,outer_2,guide,5,14.0,3,20,20,quantile,1,0.7093929333333332,2.8371203333333335,0.68479,2.732365,0.7204,2.921067,0.6913664,14
temperature_max,outer_2,guide,5,16.0,3,20,20,quantile,1,0.7127548666666667,2.804444666666667,0.68835,2.673547,0.7264,2.86128,0.6976833,16
temperature_max,outer_2,guide,5,20.0,3,20,20,quantile,1,0.7181179666666666,2.752083333333333,0.68522,2.577695,0.7362,2.786507,0.7055837,20
temperature_max,outer_2,guide,5,24.0,3,20,20,quantile,1,0.7247281,2.6870499999999997,0.69008,2.50495,0.7437,2.72879,0.7116819,24
temperature_max,outer_2,guide,5,28.0,3,20,20,quantile,1,0.7281813666666667,2.653466,0.68426,2.460229,0.7483,2.697725,0.7149642,28
temperature_max,outer_2,guide,5,32.0,3,20,20,quantile,1,0.7290882333333334,2.644586,0.68785,2.443029,0.75,2.694023,0.7153553,31
