dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_3,cart,5,0.1,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013682842254638672,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.08,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013418197631835938,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.05,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.001308441162109375,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.03,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013217926025390625,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.01,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013530254364013672,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.008,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0012853145599365234,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.005,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013060569763183594,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.003,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013668537139892578,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.001,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013587474822998047,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.0005,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013501644134521484,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
auction,outer_3,cart,5,0.0001,3,20,20,quantile,1,0.9053903259595165,10173840.359537305,0.0013468265533447266,7520818.758942473,0.9299408634998616,5855083.005562027,0.9459254818209806,32
