dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_3,cart,5,0.1,3,20,20,quantile,1,0.6730512393854701,3.184711824925699,0.014717817306518555,3.094127238509922,0.6827524990213287,2.8632243696001027,0.6999499476139625,7
temperature_max,outer_3,cart,5,0.08,3,20,20,quantile,1,0.6837370063845322,3.0793930254332444,0.01462554931640625,3.094127238509922,0.6827524990213287,2.8632243696001027,0.6999499476139625,7
temperature_max,outer_3,cart,5,0.05,3,20,20,quantile,1,0.7041071411370599,2.885315899598279,0.01462101936340332,2.8158852488112847,0.7112812469023422,2.638702487327028,0.7234785970810166,11
temperature_max,outer_3,cart,5,0.03,3,20,20,quantile,1,0.7190901395629897,2.7387669414328055,0.014611244201660156,2.589919153420765,0.7344500352366815,2.4857422919917593,0.7395079781908651,17
temperature_max,outer_3,cart,5,0.01,3,20,20,quantile,1,0.734374654804696,2.589164067735858,0.014608621597290039,2.361417889694382,0.7578787598170494,2.3139263033391813,0.757513341983981,29
temperature_max,outer_3,cart,5,0.008,3,20,20,quantile,1,0.7346089065962883,2.5869616969352456,0.014609336853027344,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
temperature_max,outer_3,cart,5,0.005,3,20,20,quantile,1,0.7355522468274124,2.577873787649412,0.014619112014770508,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
temperature_max,outer_3,cart,5,0.003,3,20,20,quantile,1,0.7355424992126333,2.5779691497289963,0.014616966247558594,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
temperature_max,outer_3,cart,5,0.001,3,20,20,quantile,1,0.7355424992126333,2.5779691497289963,0.014607429504394531,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
temperature_max,outer_3,cart,5,0.0005,3,20,20,quantile,1,0.7355424992126333,2.5779691497289963,0.014607667922973633,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
temperature_max,outer_3,cart,5,0.0001,3,20,20,quantile,1,0.7355424992126333,2.5779691497289963,0.014704465866088867,2.3328428277982365,0.7608086221911736,2.2947581828812837,0.7595220548213677,32
