dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
optical_net,outer_1,streed,5,0.1,3,20,20,0.4530007286558166,0.02246080921049684,0.006134510040283203,0.020882422502213893,0.49295886579310544,0.019399452584956723,0.5467066303304682,2
optical_net,outer_1,streed,5,0.08,3,20,20,0.47515817676397315,0.021591393133725417,0.04422473907470703,0.020882422502213893,0.49295886579310544,0.019399452584956723,0.5467066303304682,2
optical_net,outer_1,streed,5,0.05,3,20,20,0.6208128862945255,0.0155426912329443,3.734429121017456,0.014572613355550632,0.6461658409902595,0.013457237287311278,0.6855541974860624,4
optical_net,outer_1,streed,5,0.03,3,20,20,0.6681902604434345,0.013650388317437137,30.819789171218872,0.011033574945022372,0.7320963909293661,0.010931339340537824,0.7445750789630046,6
optical_net,outer_1,streed,5,0.01,3,20,20,0.7503078352289304,0.010188880884675058,58.9593825340271,0.005832781953020706,0.8583756086379546,0.007123410072699713,0.8335522849806671,13
optical_net,outer_1,streed,5,0.008,3,20,20,0.7651689866584728,0.009589555479746463,61.209670066833496,0.005471746419574474,0.867141826558704,0.006891798813353273,0.8389641824423493,14
optical_net,outer_1,streed,5,0.005,3,20,20,0.7401427989796326,0.010632939033616643,62.899529218673706,0.004667549643356307,0.8866683372159785,0.005713933629144052,0.8664865300976975,17
optical_net,outer_1,streed,5,0.003,3,20,20,0.7362762417873842,0.010759506973924948,63.7310266494751,0.004008079893943579,0.9026807653565314,0.0076149589307588925,0.8220666084003064,21
optical_net,outer_1,streed,5,0.001,3,20,20,0.7659938177476616,0.009522212138391117,57.35376334190369,0.0030401291576145377,0.9261833469728474,0.00838855369612185,0.8039905633977784,31
optical_net,outer_1,streed,5,0.0005,3,20,20,0.7607642282681079,0.009746515974844962,55.90312075614929,0.0030401291576145377,0.9261833469728474,0.00838855369612185,0.8039905633977784,31
optical_net,outer_1,streed,5,0.0001,3,20,20,0.7607642282681079,0.009746515974844962,55.35984468460083,0.0030207143453462276,0.9266547534120139,0.006324332888465128,0.8522237597494251,32
